"RID";"FD";"TD";"KEY";"TP_CDR";"TP_CDR2";"GPRS_UNION";"GEN_TAP_MODE";"TRANSIT_START";"TRANSIT_END";"TRANSIT_PERIOD";"TAP_NOTIFICATION";"TASK_RID";"NUMBER_TYPES"
2388;1546300800;1580515199;"11329.2";484;;0;1;"01:00";"23:59";720;720;;"1,2,3"
2387;1580515200;4070908800;"11329.2";1024;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4330;1622505600;4070908800;"11807.2";1796;1772;1;1;"01:00";"23:59";720;720;;"1,2,3"
4271;1617235200;1622505599;"11827.2";463;;0;1;"00:00";"23:59";720;720;;"1,2,3"
4270;1622505600;4070908800;"11827.2";1851;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4856;1613347200;4070908800;"11828.1";665;463;1;2;"01:00";"23:59";720;720;;"1,2,3"
1924;1561507200;1561939199;"11828.2";665;;0;1;"01:00";"23:59";720;720;;"1,2,3"
4857;1561939200;1613347199;"11828.2";665;463;1;2;"01:00";"23:59";720;720;;"1,2,3"
5810;1671840000;4070908800;"11846.1";1344;863;1;1;"01:00";"23:59";720;720;;"1,2,3"
3126;1546300800;1577836799;"11846.2";583;;0;2;"01:00";"23:59";1200;;;"1,2,3"
3197;1577836800;1598918399;"11846.2";1344;863;0;2;"01:00";"23:59";1200;;;"1,2,3"
5811;1598918400;1671839999;"11846.2";1344;863;1;1;"01:00";"23:59";720;720;;"1,2,3"
4635;1561939200;1609459199;"11847.2";665;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5862;1609459200;1672531199;"11847.2";2091;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5911;1672531200;4070908800;"11847.2";2091;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4633;1561939200;1609459199;"11849.2";665;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5863;1609459200;1672531199;"11849.2";2091;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5933;1672531200;4070908800;"11849.2";2091;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
1885;1561939200;4070908800;"11850.2";683;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
467;1561939200;4070908800;"11851.2";684;;1;1;"00:00";"23:59";720;720;;"1,2,3"
1884;1561939200;1570665599;"11852.2";685;;0;1;"01:00";"23:59";720;720;;"1,2,3"
1883;1570665600;4070908800;"11852.2";685;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4278;1546300800;1609459199;"11855.2";484;;0;2;"01:00";"23:59";720;720;;"1,2,3"
4277;1609459200;4070908800;"11855.2";1853;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2464;1562284800;1577836799;"11856.1";484;;0;1;"01:00";"23:59";720;720;;
2766;1577836800;1583020799;"11856.2";863;;0;1;"01:00";"23:59";720;720;;"1,2,3"
3201;1583020800;1598918399;"11856.2";1184;863;0;2;"01:00";"23:59";720;720;;"1,2,3"
3200;1598918400;4070908800;"11856.2";1184;863;1;1;"01:00";"23:59";720;720;;"1,2,3"
4675;1561939200;1609459199;"11857.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4674;1609459200;4070908800;"11857.2";2113;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
2604;1561939200;1580515199;"11867.2";484;;0;1;"01:00";"23:59";720;720;;"1,2,3"
3264;1580515200;4070908800;"11867.2";1143;483;1;1;"01:00";"23:59";720;700;1028393;"1,2,3"
6604;1546300800;4070908800;"12767.1";463;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4509;1546300800;1609459199;"12770.2";484;;0;2;"01:00";"23:59";720;720;;"1,2,3"
4508;1609459200;4070908800;"12770.2";1975;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
1864;1534377600;4070908800;"12772.2";643;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2391;1546300800;1583020799;"12915.2";484;;0;1;"01:00";"23:59";720;720;;"1,2,3"
2390;1583020800;4070908800;"12915.2";1026;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3199;1583020800;1598918399;"12926.1";1369;863;0;2;;;;;;"1,2,3"
3198;1598918400;4070908800;"12926.2";1369;863;1;1;"00:00";"23:59";720;720;;"1,2,3"
6230;1692748800;4070908800;"12927.1";703;483;1;1;"01:00";"23:59";720;720;1029392;"1,2,3"
2046;1561939200;1577836799;"12927.2";703;483;0;1;"01:00";"23:59";720;720;;"1,2,3"
3795;1577836800;1609459199;"12927.2";483;;0;2;"01:00";"23:59";720;720;;
5851;1609459200;1672531199;"12927.2";483;;1;1;"01:00";"23:59";720;720;1029392;"1,2,3"
6231;1672531200;1692748799;"12927.2";703;483;1;1;"01:00";"23:59";720;720;1029392;"1,2,3"
6290;1692748800;4070908800;"12928.1";703;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2044;1561939200;1577836799;"12928.2";703;483;0;1;"01:00";"23:59";720;720;;"1,2,3"
3793;1577836800;1609459199;"12928.2";483;;0;2;"01:00";"23:59";720;720;;
5853;1609459200;1672531199;"12928.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6291;1672531200;1692748799;"12928.2";703;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4399;1564358400;1609459199;"12929.2";484;;0;2;"01:00";"23:59";720;720;;"1,2,3"
4398;1609459200;4070908800;"12929.2";1918;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5731;1617235200;1667260799;"12946.2";483;;1;1;"00:00";"23:59";720;720;1029366;"1,2,3"
5730;1667260800;4070908800;"12946.2";2431;483;1;1;"00:00";"23:59";720;720;1029366;"1,2,3"
3074;1546300800;1590969599;"12947.2";484;;0;2;"01:00";"23:59";720;720;;"1,2,3"
3073;1590969600;4070908800;"12947.2";1323;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2712;1546300800;1588291199;"12948.2";484;;0;1;"01:00";"23:59";720;720;;"1,2,3"
3858;1588291200;1606780799;"12948.2";1203;483;0;2;"01:00";"23:59";720;720;;"1,2,3"
3857;1606780800;4070908800;"12948.2";1691;483;1;1;"01:00";"23:59";720;720;1029250;"1,2,3"
4093;1561939200;4070908800;"12949.2";723;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2389;1580515200;4070908800;"21006.2";1025;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3524;1559347200;1612137599;"22126.2";443;463;0;2;"01:00";"23:59";720;720;;"1,2,3"
3523;1612137600;4070908800;"22126.2";443;463;1;1;"01:00";"23:59";360;720;1028943;"1,2,3"
6119;1609459200;4070908800;"22168.2";2080;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
4413;1546300800;1609459199;"22186.1";484;;0;2;"01:00";"23:59";720;720;;"1,2,3"
4412;1609459200;4070908800;"22186.1";1924;463;1;2;"01:00";"23:59";720;720;;"1,2,3"
4414;1609459200;4070908800;"22186.2";1924;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
1165;1546300800;4070908800;"22768.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3349;1546300800;1577836799;"22769.2";484;;;1;"01:00";"23:59";720;720;;
5071;1577836800;1635724799;"22769.2";463;;1;1;"01:00";"23:59";720;720;1028528;"1,2,3"
5070;1635724800;4070908800;"22769.2";2271;463;1;1;"01:00";"23:59";720;720;1028528;"1,2,3"
2716;1546300800;1588291199;"22770.2";484;;;1;"01:00";"23:59";720;720;;
2715;1588291200;4070908800;"22770.2";1203;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3641;1546300800;1609459199;"22771.2";484;;;2;"01:00";"23:59";720;720;;
3640;1609459200;4070908800;"22771.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
2975;1546300800;1585699199;"22772.2";484;;;1;"01:00";"23:59";720;720;;
2974;1585699200;4070908800;"22772.2";1307;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4204;1546300800;1609459199;"22773.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4203;1609459200;4070908800;"22773.2";1815;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3917;1546300800;1609459199;"22774.2";484;;;2;"01:00";"23:59";720;720;;
3916;1609459200;4070908800;"22774.2";1713;483;1;1;"01:00";"23:59";720;720;1029315;"1,2,3"
3721;1546300800;1609459199;"22775.2";484;;;2;"01:00";"23:59";720;720;;
3720;1609459200;4070908800;"22775.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4772;1609459200;4070908800;"22776.1";1894;463;1;2;"01:00";"23:59";720;720;;"1,2,3"
4343;1546300800;1609459199;"22776.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
2226;1546300800;1577836799;"22777.2";484;;;1;"01:00";"23:59";720;720;;
2225;1577836800;4070908800;"22777.2";923;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4495;1546300800;1609459199;"22778.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4494;1609459200;4070908800;"22778.2";1972;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5038;1636243200;4070908800;"22779.1";463;;1;2;;;;720;;"1,2,3"
5010;1546300800;1609459199;"22779.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5036;1609459200;1633564799;"22779.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
5039;1633564800;1636243199;"22779.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2826;1546300800;1585699199;"22780.2";484;;;1;"01:00";"23:59";720;720;;
2825;1585699200;4070908800;"22780.2";1245;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
1827;1546300800;1569887999;"22781.2";484;;;1;"01:00";"23:59";720;720;;
1826;1569888000;4070908800;"22781.2";746;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
6594;1700265600;4070908800;"22782.1";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6331;1546300800;1700265599;"22782.2";484;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3649;1546300800;1609459199;"22783.2";484;;;2;"01:00";"23:59";720;720;;
3648;1609459200;4070908800;"22783.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
2968;1546300800;1585699199;"22784.2";484;;;1;"01:00";"23:59";720;720;;
3052;1585699200;1588291199;"22784.2";463;;0;2;"01:00";"23:59";720;720;;"1,2,3"
3051;1588291200;4070908800;"22784.2";1305;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2824;1546300800;1585699199;"22785.2";484;;;1;"01:00";"23:59";720;720;;
2823;1585699200;4070908800;"22785.2";1245;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4791;1546300800;1612137599;"22786.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4790;1612137600;4070908800;"22786.2";2194;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
3731;1546300800;1609459199;"22787.2";484;;;2;"01:00";"23:59";720;720;;
3730;1609459200;4070908800;"22787.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6624;1657843200;4070908800;"22788.1";483;;1;2;;;;720;;"1,2,3"
2124;1546300800;1583020799;"22788.2";484;;;1;"01:00";"23:59";720;720;;
5575;1583020800;1657843199;"22788.2";485;;1;1;"01:00";"23:59";720;720;;"1,2,3"
1967;1546300800;1572566399;"22789.2";484;;;1;"01:00";"23:59";720;720;;
6517;1572566400;1704067199;"22789.2";784;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
6516;1704067200;4070908800;"22789.2";1924;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
2386;1546300800;1580515199;"22790.2";484;;;1;"01:00";"23:59";720;720;;
2385;1580515200;4070908800;"22790.2";1023;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3548;1546300800;1601510399;"22791.2";484;;;2;"01:00";"23:59";720;720;;
3547;1601510400;4070908800;"22791.2";1613;463;1;1;"01:00";"23:59";720;720;1028992;"1,2,3"
2304;1546300800;1577836799;"22792.2";484;;;1;"01:00";"23:59";720;720;;
2303;1577836800;4070908800;"22792.2";983;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
6608;1657843200;4070908800;"22793.1";483;;1;2;;;;720;;"1,2,3"
2116;1546300800;1583020799;"22793.2";484;;;1;"01:00";"23:59";720;720;;
5567;1583020800;1657843199;"22793.2";485;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4224;1546300800;1609459199;"22794.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4223;1609459200;4070908800;"22794.2";1820;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4339;1546300800;1609459199;"22795.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4338;1609459200;4070908800;"22795.2";1893;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2504;1546300800;1593561599;"22796.2";484;;;1;"01:00";"23:59";720;720;;
3877;1593561600;1606780799;"22796.2";483;;0;2;"01:00";"23:59";720;720;;"1,2,3"
3876;1606780800;4070908800;"22796.2";1694;483;1;1;"01:00";"23:59";720;720;1029277;"1,2,3"
3637;1546300800;1609459199;"22797.2";484;;;2;"01:00";"23:59";720;720;;
3636;1609459200;4070908800;"22797.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
2274;1546300800;1577836799;"22798.2";484;;;1;"01:00";"23:59";720;720;;
2273;1577836800;4070908800;"22798.2";946;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5991;1673827200;1673827200;"22799.1";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
5992;1673827201;4070908800;"22799.1";463;;1;2;;;;720;;"1,2,3"
5971;1546300800;1673827199;"22799.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3811;1546300800;1604188799;"22800.2";484;;;2;"01:00";"23:59";720;720;;
3810;1604188800;4070908800;"22800.2";1651;463;1;1;"00:00";"23:59";720;720;1029200;"1,2,3"
2818;1546300800;1585699199;"22801.2";484;;;1;"01:00";"23:59";720;720;;
2817;1585699200;4070908800;"22801.2";1245;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3657;1546300800;1609459199;"22802.2";484;;;2;"01:00";"23:59";720;720;;
3656;1609459200;4070908800;"22802.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4552;1546300800;1609459199;"22803.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4551;1609459200;4070908800;"22803.2";2012;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
2764;1588291200;1593561599;"22804.1";1083;;0;1;"01:00";"23:59";120;720;;"1,2,3"
5353;1593561600;1645055999;"22804.1";1183;1083;1;1;"01:00";"23:59";120;720;;"1,2,3"
5352;1645056000;4070908800;"22804.1";1183;1083;1;2;;;;720;;"1,2,3"
2444;1546300800;1583020799;"22804.2";484;;;1;"01:00";"23:59";720;720;;
2624;1583020800;1588291199;"22804.2";1083;;0;1;"01:00";"23:59";720;720;;"1,2,3"
2744;1588291200;1593561599;"22804.2";1083;;0;1;"00:00";"23:59";720;720;;"1,2,3"
5490;1593561600;4070908800;"22804.2";1083;;1;1;"00:00";"23:59";720;720;;"1,2,3"
6471;1546300800;1704067199;"22805.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6470;1704067200;4070908800;"22805.2";2631;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
6601;1546300800;4070908800;"22806.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4813;1546300800;1612137599;"22807.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4812;1612137600;4070908800;"22807.2";2211;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4128;1546300800;1609459199;"22808.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4127;1609459200;4070908800;"22808.2";1794;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4247;1546300800;1609459199;"22809.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4246;1609459200;4070908800;"22809.2";1838;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
1986;1546300800;1572566399;"22810.2";484;;;1;"01:00";"23:59";720;720;;
6511;1572566400;1704067199;"22810.2";804;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
6510;1704067200;4070908800;"22810.2";1924;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
3779;1546300800;1609459199;"22811.2";484;;;2;"01:00";"23:59";720;720;;
3778;1609459200;4070908800;"22811.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3725;1546300800;1609459199;"22812.2";484;;;2;"01:00";"23:59";720;720;;
6916;1609459200;1714521599;"22812.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6915;1714521600;4070908800;"22812.2";2851;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4147;1546300800;1609459199;"22813.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4161;1609459200;4070908800;"22813.2";1794;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
6121;1609459200;1672531199;"22814.1";2211;463;0;2;;;;;;"1,2,3"
6120;1672531200;4070908800;"22814.1";2211;463;1;2;;;;;;"1,2,3"
4811;1546300800;1612137599;"22814.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4810;1612137600;4070908800;"22814.2";2211;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
2822;1546300800;1585699199;"22815.2";484;;;1;"01:00";"23:59";720;720;;
2821;1585699200;4070908800;"22815.2";1245;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3355;1546300800;1590969599;"22816.2";484;;;2;"01:00";"23:59";720;720;;
3354;1590969600;4070908800;"22816.2";1432;483;1;1;"01:00";"23:59";720;720;1028537;"1,2,3"
1214;1546300800;4070908800;"22817.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
1964;1546300800;1572566399;"22818.2";484;;;1;"01:00";"23:59";720;720;;
1963;1572566400;4070908800;"22818.2";763;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
1216;1546300800;4070908800;"22819.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
1217;1546300800;4070908800;"22820.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3014;1546300800;1585699199;"22821.2";484;;;1;"01:00";"23:59";720;720;;
3013;1585699200;4070908800;"22821.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3753;1546300800;1609459199;"22822.2";484;;;2;"01:00";"23:59";720;720;;
3752;1609459200;4070908800;"22822.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
2838;1546300800;1585699199;"22823.2";484;;;1;"01:00";"23:59";720;720;;
2837;1585699200;4070908800;"22823.2";1246;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4113;1546300800;1609459199;"22824.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4112;1609459200;4070908800;"22824.2";1791;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
1878;1546300800;1551398399;"22825.2";484;;;1;"01:00";"23:59";720;720;;
1877;1551398400;4070908800;"22825.2";543;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
1876;1546300800;1551398399;"22826.2";484;;;1;"01:00";"23:59";720;720;;
1875;1551398400;4070908800;"22826.2";543;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
3010;1546300800;1585699199;"22827.2";484;;;1;"01:00";"23:59";720;720;;
3009;1585699200;4070908800;"22827.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4401;1546300800;1609459199;"22828.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4400;1609459200;4070908800;"22828.2";1919;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4691;1546300800;1609459199;"22829.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4690;1609459200;4070908800;"22829.2";2131;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
2977;1546300800;1585699199;"22830.2";484;;;1;"01:00";"23:59";720;720;;
2976;1585699200;4070908800;"22830.2";1307;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2846;1546300800;1585699199;"22831.2";484;;;1;"01:00";"23:59";720;720;;
2845;1585699200;4070908800;"22831.2";1263;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3773;1546300800;1609459199;"22832.2";484;;;2;"01:00";"23:59";720;720;;
3772;1609459200;4070908800;"22832.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
2808;1546300800;1585699199;"22833.2";484;;;1;"01:00";"23:59";720;720;;
2807;1585699200;4070908800;"22833.2";1245;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2840;1546300800;1585699199;"22834.2";484;;;1;"01:00";"23:59";720;720;;
2839;1585699200;4070908800;"22834.2";1246;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2927;1546300800;1577836800;"22835.2";484;;;1;"01:00";"23:59";720;720;;
3871;1609459200;1614556799;"22835.2";463;;0;2;;;;720;1029246;"1,2,3"
3870;1614556800;4070908800;"22835.2";463;;1;1;"00:00";"23:59";720;720;1029263;"1,2,3"
3797;1546300800;1609459199;"22836.2";484;;;2;"01:00";"23:59";720;720;;
6922;1609459200;1711929599;"22836.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6925;1711929600;1714521599;"22836.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6923;1714521600;4070908800;"22836.2";2873;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
6614;1657843200;4070908800;"22837.1";483;;1;2;;;;720;;"1,2,3"
2106;1546300800;1583020799;"22837.2";484;;;1;"01:00";"23:59";720;720;;
5557;1583020800;1657843199;"22837.2";485;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4397;1546300800;1609459199;"22838.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4396;1609459200;4070908800;"22838.2";1917;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3002;1546300800;1585699199;"22839.2";484;;;1;"01:00";"23:59";720;720;;
3001;1585699200;4070908800;"22839.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
1237;1546300800;4070908800;"22840.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
2424;1546300800;1580515199;"22841.2";484;;;1;"01:00";"23:59";720;720;;
5511;1580515200;4070908800;"22841.2";1043;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3012;1546300800;1585699199;"22842.2";484;;;1;"01:00";"23:59";720;720;;
3011;1585699200;4070908800;"22842.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3671;1546300800;1609459199;"22843.2";484;;;2;"01:00";"23:59";720;720;;
3670;1609459200;4070908800;"22843.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3967;1546300800;1609459199;"22844.2";484;;;2;"01:00";"23:59";720;720;;
3966;1609459200;4070908800;"22844.2";1731;463;1;1;"01:00";"23:59";720;720;1029358;"1,2,3"
4111;1546300800;1609459199;"22845.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4110;1609459200;4070908800;"22845.2";1791;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3889;1546300800;1612137599;"22846.2";484;;;2;"01:00";"23:59";720;720;;
3888;1612137600;4070908800;"22846.2";1697;483;1;1;"01:00";"23:59";720;720;1029290;"1,2,3"
1988;1546300800;1572566399;"22847.2";484;;;1;"01:00";"23:59";720;720;;
6513;1572566400;1704067199;"22847.2";804;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
6512;1704067200;4070908800;"22847.2";1924;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
3683;1546300800;1609459199;"22848.2";484;;;2;"01:00";"23:59";720;720;;
3682;1609459200;4070908800;"22848.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4841;1546300800;1612137599;"22849.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4840;1612137600;4070908800;"22849.2";2234;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4166;1546300800;1609459199;"22850.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4165;1609459200;4070908800;"22850.2";1795;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3368;1546300800;1593561599;"22851.2";484;;;2;"01:00";"23:59";720;720;;
3873;1593561600;1614556799;"22851.2";1437;463;0;2;"01:00";"23:59";720;720;1028545;"1,2,3"
3872;1614556800;4070908800;"22851.2";1437;463;1;1;"01:00";"23:59";720;720;1029265;"1,2,3"
2828;1546300800;1585699199;"22852.2";484;;;1;"01:00";"23:59";720;720;;
2827;1585699200;4070908800;"22852.2";1245;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2589;1583020800;1583020800;"22853.1";1123;463;0;1;"00:00";"23:59";720;;;"1,2,3"
2588;1546300800;1583020799;"22853.2";484;;;1;"01:00";"23:59";720;720;;
2587;1583020800;4070908800;"22853.2";1123;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
1251;1546300800;4070908800;"22854.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
2684;1546300800;1583020799;"22855.2";484;;;1;"01:00";"23:59";720;720;;
3069;1583020800;1585699199;"22855.2";463;;0;2;"01:00";"23:59";720;720;;"1,2,3"
3068;1585699200;4070908800;"22855.2";1163;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4206;1546300800;1609459199;"22856.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4205;1609459200;4070908800;"22856.2";1816;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4170;1546300800;1609459199;"22857.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4169;1609459200;4070908800;"22857.2";1798;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3733;1546300800;1609459199;"22858.2";484;;;2;"01:00";"23:59";720;720;;
3732;1609459200;4070908800;"22858.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6619;1657843200;4070908800;"22859.1";483;;1;2;;;;;;"1,2,3"
2142;1546300800;1583020799;"22859.2";484;;;1;"01:00";"23:59";720;720;;
5593;1583020800;1657843199;"22859.2";485;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4241;1546300800;1609459199;"22860.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4240;1609459200;4070908800;"22860.2";1836;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
1258;1546300800;4070908800;"22861.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6629;1657843200;4070908800;"22862.1";483;;1;2;;;;;;"1,2,3"
2130;1546300800;1583020799;"22862.2";484;;;1;"01:00";"23:59";720;720;;
5581;1583020800;1657843199;"22862.2";485;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4619;1546300800;1609459199;"22863.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4618;1609459200;4070908800;"22863.2";2072;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4416;1546300800;1609459199;"22864.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4415;1609459200;4070908800;"22864.2";1925;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4817;1546300800;1612137599;"22865.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4816;1612137600;4070908800;"22865.2";2213;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
2987;1546300800;1585699199;"22866.2";484;;;1;"01:00";"23:59";720;720;;
2986;1585699200;4070908800;"22866.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4433;1546300800;1609459199;"22867.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4432;1609459200;4070908800;"22867.2";1932;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2848;1546300800;1585699199;"22868.2";484;;;1;"01:00";"23:59";720;720;;
2847;1585699200;4070908800;"22868.2";1263;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3765;1546300800;1609459199;"22869.2";484;;;2;"01:00";"23:59";720;720;;
