"RID";"FD";"TD";"KEY";"TP_CDR";"TP_CDR2";"GPRS_UNION";"GEN_TAP_MODE";"TRANSIT_START";"TRANSIT_END";"TRANSIT_PERIOD";"TAP_NOTIFICATION";"TASK_RID";"NUMBER_TYPES"
3929;1546300800;1609459199;"23261.2";484;;;2;"01:00";"23:59";720;720;;
3928;1609459200;4070908800;"23261.2";1715;483;1;1;"01:00";"23:59";720;720;1029321;"1,2,3"
4130;1546300800;1609459199;"23262.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4129;1609459200;4070908800;"23262.2";1794;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
1660;1546300800;4070908800;"23263.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3755;1546300800;1609459199;"23264.2";484;;;2;"01:00";"23:59";720;720;;
3754;1609459200;4070908800;"23264.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3675;1546300800;1609459199;"23265.2";484;;;2;"01:00";"23:59";720;720;;
6831;1609459200;1714521599;"23265.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6830;1714521600;4070908800;"23265.2";2751;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4834;1609459200;1612137599;"23266.1";484;;0;2;;;;;1029365;
4833;1612137600;4070908800;"23266.1";2231;463;1;2;;;;;1029508;"1,2,3"
4832;1546300800;1612137599;"23266.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4831;1612137600;4070908800;"23266.2";2231;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4403;1546300800;1609459199;"23267.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4402;1609459200;4070908800;"23267.2";1920;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
6616;1657843200;4070908800;"23268.1";483;;1;2;;;;;;"1,2,3"
2140;1546300800;1583020799;"23268.2";484;;;1;"01:00";"23:59";720;720;;
5591;1583020800;1657843199;"23268.2";485;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4621;1546300800;1609459199;"23269.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4620;1609459200;4070908800;"23269.2";2073;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
1911;1546300800;1559347199;"23270.2";484;;;1;"01:00";"23:59";720;720;;
1910;1559347200;4070908800;"23270.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
3465;1546300800;1609459199;"23271.2";484;;;2;"01:00";"23:59";720;720;;
6011;1609459200;1677628799;"23271.2";463;;1;1;"01:00";"23:59";720;720;1028746;"1,2,3"
6010;1677628800;4070908800;"23271.2";1773;463;1;1;"01:00";"23:59";720;720;1028746;"1,2,3"
3745;1546300800;1609459199;"23272.2";484;;;2;"01:00";"23:59";720;720;;
3744;1609459200;4070908800;"23272.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3425;1546300800;1609459199;"23273.2";484;;;2;"01:00";"23:59";720;720;;
3424;1609459200;4070908800;"23273.2";1491;463;1;1;"01:00";"23:59";720;720;1028709;"1,2,3"
4929;1546300800;1609459199;"23274.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4928;1609459200;4070908800;"23274.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3659;1546300800;1609459199;"23275.2";484;;;2;"01:00";"23:59";720;720;;
3658;1609459200;4070908800;"23275.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4371;1546300800;1609459199;"23276.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4370;1609459200;4070908800;"23276.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4139;1546300800;1609459199;"23277.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4138;1609459200;4070908800;"23277.2";1794;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
5026;1546300800;1609459199;"23278.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5025;1609459200;4070908800;"23278.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3984;1546300800;1609459199;"23279.2";484;;;2;"01:00";"23:59";720;720;;
3983;1609459200;4070908800;"23279.2";1736;463;1;1;"01:00";"23:59";720;720;1029369;"1,2,3"
5091;1546300800;1635724799;"23280.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
5090;1635724800;4070908800;"23280.2";1919;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5024;1546300800;1609459199;"23281.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5023;1609459200;4070908800;"23281.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3961;1546300800;1609459199;"23282.2";484;;;2;"01:00";"23:59";720;720;;
3960;1609459200;4070908800;"23282.2";1731;463;1;1;"01:00";"23:59";720;720;1029355;"1,2,3"
4901;1546300800;1609459199;"23283.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4900;1609459200;4070908800;"23283.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
1893;1546300800;1559347199;"23284.2";484;;;1;"01:00";"23:59";720;720;;
1892;1559347200;4070908800;"23284.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
6592;1546300800;4070908800;"23285.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
5412;1650844800;4070908800;"23286.1";1083;;1;1;"01:00";"23:59";720;720;1028525;"1,2,3"
3176;1546300800;1577836799;"23286.2";484;;;1;"01:00";"23:59";720;720;;
3213;1577836800;1598918399;"23286.2";484;;0;2;"01:00";"23:59";720;;;"1,2,3"
5413;1598918400;1650844799;"23286.2";1083;;1;1;"01:00";"23:59";720;720;1028525;"1,2,3"
2842;1546300800;1585699199;"23287.2";484;;;1;"01:00";"23:59";720;720;;
2841;1585699200;4070908800;"23287.2";1246;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4407;1546300800;1609459199;"23288.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4406;1609459200;4070908800;"23288.2";1921;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
6672;1709251200;4070908800;"23289.1";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3785;1546300800;1609459199;"23289.2";484;;;2;"01:00";"23:59";720;720;;
6673;1609459200;1709251199;"23289.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4533;1546300800;1609459199;"23290.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4532;1609459200;4070908800;"23290.2";1992;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4978;1546300800;1609459199;"23291.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4977;1609459200;4070908800;"23291.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3925;1546300800;1609459199;"23292.2";484;;;2;"01:00";"23:59";720;720;;
3924;1609459200;4070908800;"23292.2";1714;463;1;1;"01:00";"23:59";720;720;1029319;"1,2,3"
3395;1546300800;1596239999;"23293.2";484;;;2;"01:00";"23:59";720;720;;
3394;1596240000;4070908800;"23293.2";1452;463;1;1;"01:00";"23:59";720;720;1028601;"1,2,3"
4122;1546300800;1609459199;"23294.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4121;1609459200;4070908800;"23294.2";1791;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2854;1546300800;1585699199;"23295.2";484;;;1;"01:00";"23:59";720;720;;
2853;1585699200;4070908800;"23295.2";1263;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3990;1546300800;1609459199;"23296.2";484;;;2;"01:00";"23:59";720;720;;
3989;1609459200;4070908800;"23296.2";1737;463;1;1;"01:00";"23:59";720;720;1029372;"1,2,3"
3351;1546300800;1593561599;"23297.2";484;;;2;"01:00";"23:59";720;720;;
3350;1593561600;4070908800;"23297.2";1430;483;1;1;"01:00";"23:59";720;720;1028529;"1,2,3"
3004;1546300800;1585699199;"23298.2";484;;;1;"01:00";"23:59";720;720;;
3003;1585699200;4070908800;"23298.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
5000;1546300800;1609459199;"23299.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4999;1609459200;4070908800;"23299.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4963;1546300800;1609459199;"23300.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4962;1609459200;4070908800;"23300.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2446;1546300800;1588291199;"23301.2";484;;;1;"01:00";"23:59";720;720;;
3209;1588291200;1598918399;"23301.2";1083;;0;2;"01:00";"23:59";720;720;;"1,2,3"
3208;1598918400;4070908800;"23301.2";1083;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4216;1546300800;1609459199;"23302.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4215;1609459200;4070908800;"23302.2";1819;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4011;1614556800;1617235199;"23303.1";1510;;0;2;;;;;1029354;"1,2,3"
4010;1617235200;4070908800;"23303.1";1510;;1;1;"00:00";"23:59";720;;1029412;"1,2,3"
3484;1546300800;1609459199;"23303.2";484;;;2;"01:00";"23:59";720;720;;
3486;1609459200;1612137599;"23303.2";463;;0;2;"01:00";"23:59";720;720;1028841;"1,2,3"
3531;1612137600;4070908800;"23303.2";1510;463;1;1;"01:00";"23:59";720;720;1028949;"1,2,3"
4491;1546300800;1609459199;"23304.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4490;1609459200;4070908800;"23304.2";1971;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2770;1546300800;1596239999;"23305.2";484;;;1;"01:00";"23:59";720;720;;
2769;1596240000;4070908800;"23305.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
6791;1546300800;1546300800;"23306.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6935;1546300801;1714521599;"23306.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6934;1714521600;4070908800;"23306.2";2893;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2990;1546300800;1585699199;"23307.2";484;;;1;"01:00";"23:59";720;720;;
2989;1585699200;4070908800;"23307.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3032;1546300800;1593561599;"23308.2";484;;;1;"01:00";"23:59";720;720;;
3031;1593561600;4070908800;"23308.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3972;1546300800;1609459199;"23309.2";484;;;2;"01:00";"23:59";720;720;;
3971;1609459200;4070908800;"23309.2";1733;463;1;1;"01:00";"23:59";720;720;1029361;"1,2,3"
2992;1546300800;1585699199;"23310.2";484;;;1;"01:00";"23:59";720;720;;
2991;1585699200;4070908800;"23310.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4848;1619827200;4070908800;"23311.1";1308;863;1;2;;;;720;;"1,2,3"
3044;1546300800;1588291199;"23311.2";484;;;1;"01:00";"23:59";720;720;;
4849;1588291200;1619827199;"23311.2";1308;863;1;2;;;;720;;"1,2,3"
5771;1546300800;1669852799;"23312.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
5770;1669852800;4070908800;"23312.2";2294;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2966;1546300800;1585699199;"23313.2";484;;;1;"01:00";"23:59";720;720;;
3055;1585699200;1588291199;"23313.2";483;;0;2;"01:00";"23:59";720;720;;"1,2,3"
3054;1588291200;4070908800;"23313.2";1304;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
1903;1546300800;1559347199;"23314.2";484;;;1;"01:00";"23:59";720;720;;
1902;1559347200;1570751999;"23314.2";443;463;0;1;"01:00";"23:59";720;720;;"1,2,3"
1900;1570752000;4070908800;"23314.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4903;1546300800;1609459199;"23315.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4902;1609459200;4070908800;"23315.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2964;1546300800;1585699199;"23316.2";484;;;1;"01:00";"23:59";720;720;;
3058;1585699200;1588291199;"23316.2";463;;0;2;"01:00";"23:59";720;720;;"1,2,3"
3057;1588291200;4070908800;"23316.2";1303;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3697;1546300800;1609459199;"23317.2";484;;;2;"01:00";"23:59";720;720;;
3696;1609459200;4070908800;"23317.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4959;1546300800;1609459199;"23318.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4958;1609459200;4070908800;"23318.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2852;1546300800;1585699199;"23319.2";484;;;1;"01:00";"23:59";720;720;;
2851;1585699200;4070908800;"23319.2";1263;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3538;1546300800;1596239999;"23320.2";484;;;2;"01:00";"23:59";720;720;;
3537;1596240000;4070908800;"23320.2";1570;483;1;1;"01:00";"23:59";720;720;1028972;"1,2,3"
2814;1546300800;1585699199;"23321.2";484;;;1;"01:00";"23:59";720;720;;
2813;1585699200;4070908800;"23321.2";1245;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
5470;1652227200;4070908800;"23322.1";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4893;1546300800;1609459199;"23322.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5471;1609459200;1652227199;"23322.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3791;1546300800;1609459199;"23323.2";484;;;2;"01:00";"23:59";720;720;;
6171;1609459200;1693526399;"23323.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6170;1693526400;4070908800;"23323.2";2551;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
6390;1704067200;4070908800;"23324.1";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3665;1546300800;1609459199;"23324.2";484;;;2;"01:00";"23:59";720;720;;
6391;1609459200;1704067199;"23324.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4202;1546300800;1609459199;"23325.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4201;1609459200;4070908800;"23325.2";1814;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4431;1546300800;1609459199;"23326.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4430;1609459200;4070908800;"23326.2";1931;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4369;1546300800;1609459199;"23327.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4368;1609459200;4070908800;"23327.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4196;1546300800;1609459199;"23328.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4195;1609459200;4070908800;"23328.2";1812;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2708;1546300800;1588291199;"23329.2";484;;;1;"01:00";"23:59";720;720;;
2707;1588291200;4070908800;"23329.2";1203;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3862;1609459200;4070908800;"23986.2";1490;463;1;1;"00:00";"23:59";720;720;1029255;"1,2,3"
6126;1609459200;4070908800;"23987.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
5034;1609459200;4070908800;"23988.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3863;1609459200;4070908800;"23989.2";1490;463;1;1;"00:00";"23:59";720;720;1029256;"1,2,3"
6113;1609459200;4070908800;"23990.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
6115;1609459200;1672531199;"23991.2";463;;0;1;"00:00";"23:59";720;720;;"1,2,3"
6114;1672531200;4070908800;"23991.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3864;1609459200;4070908800;"23992.2";483;;1;1;"00:00";"23:59";720;720;1029257;"1,2,3"
1890;1559347200;4070908800;"23993.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
5020;1546300800;1609459199;"24004.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5019;1609459200;4070908800;"24004.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4933;1546300800;1609459199;"24005.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4932;1609459200;4070908800;"24005.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2930;1546300800;1577836800;"24006.2";484;;;1;"01:00";"23:59";720;720;;
3421;1609459200;4070908800;"24006.2";1490;463;1;1;"00:00";"23:59";720;720;1028706;"1,2,3"
4945;1546300800;1609459199;"24007.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4944;1609459200;4070908800;"24007.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4101;1546300800;1609459199;"24008.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4100;1609459200;4070908800;"24008.2";1775;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5271;1645056000;4070908800;"24009.1";463;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4980;1546300800;1609459199;"24009.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5272;1609459200;1645055999;"24009.2";463;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
2938;1546300800;1577836800;"24010.2";484;;;1;"01:00";"23:59";720;720;;
3423;1609459200;4070908800;"24010.2";1490;463;1;1;"00:00";"23:59";720;720;1028708;"1,2,3"
5008;1546300800;1609459199;"24011.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5007;1609459200;4070908800;"24011.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3954;1609459200;1614556799;"24012.1";1490;463;0;1;"00:00";"23:59";720;720;1028693;"1,2,3"
2934;1546300800;1577836800;"24012.2";484;;;1;"01:00";"23:59";720;720;;
3953;1614556800;4070908800;"24012.2";1490;463;1;1;"00:00";"23:59";720;720;1029338;"1,2,3"
2943;1546300800;1577836800;"24013.2";484;;;1;"01:00";"23:59";720;720;;
3417;1609459200;4070908800;"24013.2";1490;463;1;1;"00:00";"23:59";720;720;1028702;"1,2,3"
5002;1546300800;1609459199;"24014.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5001;1609459200;4070908800;"24014.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
6710;1711843200;4070908800;"24015.1";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4931;1546300800;1609459199;"24015.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
6711;1609459200;1711843199;"24015.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2923;1546300800;1577907807;"24016.2";484;;;1;"01:00";"23:59";720;720;;
3865;1609459200;4070908800;"24016.2";463;;1;1;"00:00";"23:59";720;720;1029258;"1,2,3"
5110;1638316800;4070908800;"24017.1";1817;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4208;1546300800;1609459199;"24017.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
5111;1609459200;1638316799;"24017.2";1817;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
6611;1609459200;4070908800;"24018.1";483;;1;2;;;;;;"1,2,3"
2931;1546300800;1577836800;"24018.2";484;;;1;"01:00";"23:59";720;720;;
4274;1609459200;1619827200;"24018.2";1492;463;0;1;"00:00";"23:59";720;720;1028710;"1,2,3"
2933;1546300800;1577836800;"24019.2";484;;;1;"01:00";"23:59";720;720;;
3976;1609459200;1614556799;"24019.2";1490;463;0;2;;;;720;1029344;"1,2,3"
3975;1614556800;4070908800;"24019.2";1490;463;1;1;"00:00";"23:59";720;720;1029363;"1,2,3"
4943;1546300800;1609459199;"24020.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4942;1609459200;4070908800;"24020.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4645;1546300800;1609459199;"24021.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5857;1609459200;1672531199;"24021.2";2091;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
5936;1672531200;4070908800;"24021.2";2091;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2936;1546300800;1577836800;"24022.2";484;;;1;"01:00";"23:59";720;720;;
3463;1609459200;4070908800;"24022.2";1496;463;1;1;"01:00";"23:59";720;720;1028745;"1,2,3"
4925;1546300800;1609459199;"24023.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4924;1609459200;4070908800;"24023.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2704;1546300800;1588291199;"24024.2";484;;;1;"01:00";"23:59";720;720;;
2703;1588291200;4070908800;"24024.2";1203;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2924;1546300800;1577836800;"24025.2";484;;;1;"01:00";"23:59";720;720;;
3866;1609459200;4070908800;"24025.2";1490;463;1;1;"00:00";"23:59";720;720;1029259;"1,2,3"
4965;1546300800;1609459199;"24026.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4964;1609459200;4070908800;"24026.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3952;1609459200;1614556799;"24027.1";1490;463;0;1;"00:00";"23:59";720;720;1028692;"1,2,3"
2932;1546300800;1577836800;"24027.2";484;;;1;"01:00";"23:59";720;720;;
3951;1614556800;4070908800;"24027.2";1490;463;1;1;"00:00";"23:59";720;720;1029336;"1,2,3"
4998;1546300800;1609459199;"24028.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4997;1609459200;4070908800;"24028.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4955;1546300800;1609459199;"24029.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4954;1609459200;4070908800;"24029.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4335;1546300800;1609459199;"24030.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4334;1609459200;1623369599;"24030.2";1891;483;0;2;"01:00";"23:59";720;720;;"1,2,3"
4332;1623369600;4070908800;"24030.2";1891;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2928;1546300800;1577836800;"24031.2";484;;;1;"01:00";"23:59";720;720;;
3406;1609459200;4070908800;"24031.2";1490;463;1;1;"00:00";"23:59";720;720;1028691;"1,2,3"
4939;1546300800;1609459199;"24032.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4938;1609459200;4070908800;"24032.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4237;1546300800;1609459199;"24033.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4236;1609459200;4070908800;"24033.2";1834;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4990;1546300800;1609459199;"24034.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4989;1609459200;4070908800;"24034.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4992;1546300800;1609459199;"24035.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4991;1609459200;4070908800;"24035.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4911;1546300800;1609459199;"24036.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4910;1609459200;4070908800;"24036.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4649;1546300800;1609459199;"24037.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5855;1609459200;1672531199;"24037.2";2091;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
5934;1672531200;4070908800;"24037.2";2091;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4637;1546300800;1609459199;"24038.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5861;1609459200;1672531199;"24038.2";2091;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
5940;1672531200;4070908800;"24038.2";2091;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4625;1546300800;1609459199;"24039.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4624;1609459200;4070908800;"24039.2";2078;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4935;1546300800;1609459199;"24040.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4934;1609459200;4070908800;"24040.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4641;1546300800;1609459199;"24041.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5859;1609459200;1672531199;"24041.2";2091;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
5938;1672531200;4070908800;"24041.2";2091;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2706;1546300800;1588291199;"24042.2";484;;;1;"01:00";"23:59";720;720;;
2705;1588291200;4070908800;"24042.2";1203;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2929;1546300800;1577836800;"24043.2";484;;;1;"01:00";"23:59";720;720;;
3420;1609459200;4070908800;"24043.2";1490;463;1;1;"00:00";"23:59";720;720;1028705;"1,2,3"
2926;1546300800;1577836800;"24044.2";484;;;1;"01:00";"23:59";720;720;;
3869;1609459200;1614556799;"24044.2";1490;463;0;2;;;;;1028690;"1,2,3"
3868;1614556800;4070908800;"24044.2";1490;463;1;1;"00:00";"23:59";720;720;1029261;"1,2,3"
4941;1546300800;1609459199;"24045.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4940;1609459200;4070908800;"24045.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2940;1546300800;1577836800;"24046.2";484;;;1;"01:00";"23:59";720;720;;
3415;1609459200;4070908800;"24046.2";1490;463;1;1;"00:00";"23:59";720;720;1028700;"1,2,3"
2942;1546300800;1577836800;"24047.2";484;;;1;"01:00";"23:59";720;720;;
3856;1609459200;4070908800;"24047.2";463;;1;1;"00:00";"23:59";720;720;1029249;"1,2,3"
4887;1546300800;1609459199;"24048.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4886;1609459200;4070908800;"24048.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4974;1546300800;1609459199;"24049.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4973;1609459200;4070908800;"24049.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2224;1546300800;1577836799;"24050.2";484;;;1;"01:00";"23:59";720;720;;
2223;1577836800;4070908800;"24050.2";905;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4651;1546300800;1609459199;"24051.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5854;1609459200;1672531199;"24051.2";2091;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
5932;1672531200;4070908800;"24051.2";2091;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4507;1546300800;1609459199;"24052.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4506;1609459200;4070908800;"24052.2";1975;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4643;1546300800;1609459199;"24053.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5858;1609459200;1672531199;"24053.2";2091;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
5937;1672531200;4070908800;"24053.2";2091;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4885;1546300800;1609459199;"24054.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4884;1609459200;4070908800;"24054.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4917;1546300800;1609459199;"24055.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4916;1609459200;4070908800;"24055.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2939;1546300800;1577836800;"24056.2";484;;;1;"01:00";"23:59";720;720;;
3414;1609459200;4070908800;"24056.2";1490;463;1;1;"00:00";"23:59";720;720;1028699;"1,2,3"
5004;1546300800;1609459199;"24057.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5003;1609459200;4070908800;"24057.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
