"RID";"TO_EPOCH(FD,0)";"TO_EPOCH(TD,0)";"KEY";"FROM_ID";"TO_ID";"RATE"
12033;1391212800;1393631999;"22.4";22;4;160.807
12035;1393632000;1396310399;"22.4";22;4;158.179
12037;1396310400;1398902399;"22.4";22;4;157.96
12039;1398902400;1401580799;"22.4";22;4;159.126
12041;1401580800;1404172799;"22.4";22;4;156.982
12043;1404172800;1406851199;"22.4";22;4;157.455
12045;1406851200;1409529599;"22.4";22;4;156.032
12047;1409529600;1412121599;"22.4";22;4;158.212
12049;1412121600;1414799999;"22.4";22;4;162.942
12051;1414800000;1417391999;"22.4";22;4;159.274
12053;1417392000;1420070399;"22.4";22;4;172.651
12055;1420070400;1422748799;"22.4";22;4;173.551
12057;1422748800;1425167999;"22.4";22;4;166.046
12059;1425168000;1427846399;"22.4";22;4;167.963
12061;1427846400;1430438399;"22.4";22;4;166.43
12063;1430438400;1433116799;"22.4";22;4;165.782
12065;1433116800;1435708799;"22.4";22;4;170.295
12067;1435708800;1438387199;"22.4";22;4;174.003
12069;1438387200;1441065599;"22.4";22;4;173.198
12071;1441065600;1443657599;"22.4";22;4;173.92
12073;1443657600;1446335999;"22.4";22;4;169.91
12075;1446336000;1448927999;"22.4";22;4;169.364
12077;1448928000;1451606399;"22.4";22;4;169.636
12079;1451606400;1454284799;"22.4";22;4;168.287
12081;1454284800;1456790399;"22.4";22;4;162.47
12083;1456790400;1459468799;"22.4";22;4;155.91
12085;1459468800;1462060799;"22.4";22;4;157.138
12087;1462060800;1464739199;"22.4";22;4;153.776
12089;1464739200;1467331199;"22.4";22;4;154.291
12091;1467331200;1470009599;"22.4";22;4;148.795
12093;1470009600;1472687999;"22.4";22;4;146.664
12095;1472688000;1475279999;"22.4";22;4;140.829
12097;1475280000;1477958399;"22.4";22;4;141.29
12099;1477958400;1480550399;"22.4";22;4;143.012
12101;1480550400;1483228799;"22.4";22;4;149.755
12103;1483228800;1485907199;"22.4";22;4;157.537
12105;1485907200;1488326399;"22.4";22;4;154.655
12107;1488326400;1491004799;"22.4";22;4;153.187
12109;1491004800;1493596799;"22.4";22;4;151.862
12111;1493596800;1496275199;"22.4";22;4;148.917
12759;1496275200;1498867199;"22.4";22;4;153.668
12807;1498867200;1501545599;"22.4";22;4;153.624
12831;1501545600;1504223999;"22.4";22;4;156.935
13865;1504224000;1604188799;"22.4";22;4;154.635
13879;1604188800;1606780799;"22.4";22;4;148.661
13901;1606780800;1609459199;"22.4";22;4;148.069
13925;1609459200;1612137599;"22.4";22;4;149.255
13947;1612137600;1614556799;"22.4";22;4;149.41
13967;1614556800;1617235199;"22.4";22;4;152.153
13987;1617235200;1619827199;"22.4";22;4;155.262
14007;1619827200;1622505599;"22.4";22;4;154.867
14027;1622505600;1625097599;"22.4";22;4;157.3
14047;1625097600;1627775999;"22.4";22;4;158.213
14067;1627776000;1630454399;"22.4";22;4;156.142
14087;1630454400;1633046399;"22.4";22;4;155.805
14107;1633046400;1635724799;"22.4";22;4;155.036
14127;1635724800;1638316799;"22.4";22;4;161.339
14167;1638316800;1640995199;"22.4";22;4;159.458
14187;1640995200;1643673599;"22.4";22;4;159.848
14207;1643673600;1646092799;"22.4";22;4;159.592
14249;1646092800;1648771199;"22.4";22;4;160.818
14311;1648771200;1654041599;"22.4";22;4;167.067
14361;1654041600;1656633599;"22.4";22;4;172.436
14407;1656633600;1659311999;"22.4";22;4;180.275
14447;1659312000;1661990399;"22.4";22;4;180.631
14488;1661990400;1664582399;"22.4";22;4;178.775
14527;1664582400;1667260799;"22.4";22;4;186.069
14567;1667260800;1669852799;"22.4";22;4;191.393
14635;1669852800;1672531199;"22.4";22;4;185.697
14675;1672531200;1675209599;"22.4";22;4;176.537
14715;1675209600;1677628799;"22.4";22;4;174.563
14756;1677628800;1680307199;"22.4";22;4;179.589
14795;1680307200;1682899199;"22.4";22;4;176.346
14835;1682899200;1685577599;"22.4";22;4;180.967
14873;1685577600;1688169599;"22.4";22;4;185.109
14913;1688169600;1690847999;"22.4";22;4;190.781
14973;1690848000;1693526399;"22.4";22;4;188.425
15023;1693526400;1696118399;"22.4";22;4;193.37
15064;1696118400;1698796799;"22.4";22;4;194.283
15103;1698796800;1701388799;"22.4";22;4;196.792
15143;1701388800;1704067199;"22.4";22;4;197.243
15183;1704067200;1706745599;"22.4";22;4;190.454
15223;1706745600;1709251199;"22.4";22;4;197.148
15268;1709251200;1711929599;"22.4";22;4;199.862
15303;1711929600;1714521599;"22.4";22;4;200.593
15302;1714521600;4070908800;"22.4";22;4;203.449
12114;1385856000;1388534399;"23.4";23;4;0.945269
12116;1388534400;1391212799;"23.4";23;4;0.939514
12118;1391212800;1393631999;"23.4";23;4;0.925986
12120;1393632000;1396310399;"23.4";23;4;0.92578
12122;1396310400;1398902399;"23.4";23;4;0.936093
12124;1398902400;1401580799;"23.4";23;4;0.922739
12126;1401580800;1404172799;"23.4";23;4;0.915499
12128;1404172800;1406851199;"23.4";23;4;0.906002
12130;1406851200;1409529599;"23.4";23;4;0.90238
12132;1409529600;1412121599;"23.4";23;4;0.918366
12134;1412121600;1414799999;"23.4";23;4;0.91452
12136;1414800000;1417391999;"23.4";23;4;0.928367
12138;1417392000;1420070399;"23.4";23;4;0.933367
12140;1420070400;1422748799;"23.4";23;4;0.932401
12142;1422748800;1425167999;"23.4";23;4;0.935909
12144;1425168000;1427846399;"23.4";23;4;0.918316
12146;1427846400;1430438399;"23.4";23;4;0.930501
12148;1430438400;1433116799;"23.4";23;4;0.920861
12150;1433116800;1435708799;"23.4";23;4;0.899281
12152;1435708800;1438387199;"23.4";23;4;0.892108
12154;1438387200;1441065599;"23.4";23;4;0.895255
12156;1441065600;1443657599;"23.4";23;4;0.899184
12158;1443657600;1446335999;"23.4";23;4;0.915986
12160;1446336000;1448927999;"23.4";23;4;0.910059
12162;1448928000;1451606399;"23.4";23;4;0.909397
12164;1451606400;1454284799;"23.4";23;4;0.932132
12166;1454284800;1456790399;"23.4";23;4;0.965018
12168;1456790400;1459468799;"23.4";23;4;0.984814
12170;1459468800;1462060799;"23.4";23;4;0.986349
12172;1462060800;1464739199;"23.4";23;4;0.977689
12174;1464739200;1467331199;"23.4";23;4;0.971185
12176;1467331200;1470009599;"23.4";23;4;0.954763
12178;1470009600;1472687999;"23.4";23;4;1.05703
12180;1472688000;1475279999;"23.4";23;4;1.06704
12182;1475280000;1477958399;"23.4";23;4;1.07825
12184;1477958400;1480550399;"23.4";23;4;1.12502
12186;1480550400;1483228799;"23.4";23;4;1.0918
12188;1483228800;1485907199;"23.4";23;4;1.09318
12190;1485907200;1488326399;"23.4";23;4;1.09225
12192;1488326400;1491004799;"23.4";23;4;1.08306
12194;1491004800;1493596799;"23.4";23;4;1.08979
12196;1493596800;1496275199;"23.4";23;4;1.0655
12763;1496275200;1498867199;"23.4";23;4;1.06686
12805;1498867200;1501545599;"23.4";23;4;1.083
12829;1501545600;1504223999;"23.4";23;4;1.078
12875;1504224000;1506815999;"23.4";23;4;1.10057
12877;1506816000;1509494399;"23.4";23;4;1.04943
12899;1509494400;1512086399;"23.4";23;4;1.06855
12919;1512086400;1514764799;"23.4";23;4;1.06483
12941;1514764800;1517443199;"23.4";23;4;1.05765
12961;1517443200;1519862399;"23.4";23;4;1.03478
12981;1519862400;1522540799;"23.4";23;4;1.03774
13001;1522540800;1525132799;"23.4";23;4;1.03089
13019;1525132800;1527811199;"23.4";23;4;1.03683
13037;1527811200;1530403199;"23.4";23;4;1.0621
13055;1530403200;1533081599;"23.4";23;4;1.06155
13081;1533081600;1535759999;"23.4";23;4;1.06911
13097;1535760000;1538351999;"23.4";23;4;1.08255
13115;1538352000;1541030399;"23.4";23;4;1.0654
13162;1541030400;1543622399;"23.4";23;4;1.07037
13201;1543622400;1546300799;"23.4";23;4;1.0819
13223;1546300800;1548979199;"23.4";23;4;1.095
13235;1548979200;1551398399;"23.4";23;4;1.06816
13261;1551398400;1554076799;"23.4";23;4;1.06962
13299;1554076800;1556668799;"23.4";23;4;1.05872
13321;1556668800;1559347199;"23.4";23;4;1.06651
13339;1559347200;1561939199;"23.4";23;4;1.08853
13361;1561939200;1564617599;"23.4";23;4;1.09557
13381;1564617600;1567295999;"23.4";23;4;1.10741
13401;1567296000;1569887999;"23.4";23;4;1.12134
13419;1569888000;1572566399;"23.4";23;4;1.1004
13447;1572566400;1575158399;"23.4";23;4;1.07
13461;1575158400;1577836799;"23.4";23;4;1.06789
13519;1577836800;1580515199;"23.4";23;4;1.06038
13863;1580515200;1604188799;"23.4";23;4;1.05121
13889;1604188800;1606780799;"23.4";23;4;1.08574
13909;1606780800;1609459199;"23.4";23;4;1.06777
13923;1609459200;1612137599;"23.4";23;4;1.07323
13949;1612137600;1614556799;"23.4";23;4;1.05531
13969;1614556800;1617235199;"23.4";23;4;1.02489
13989;1617235200;1619827199;"23.4";23;4;1.03534
14009;1619827200;1622505599;"23.4";23;4;1.03339
14029;1622505600;1625097599;"23.4";23;4;1.01641
14049;1625097600;1627775999;"23.4";23;4;1.02288
14069;1627776000;1630454399;"23.4";23;4;1.03392
14093;1630454400;1633046399;"23.4";23;4;1.0372
14109;1633046400;1635724799;"23.4";23;4;1.03713
14129;1635724800;1638316799;"23.4";23;4;1.02637
14169;1638316800;1640995199;"23.4";23;4;1.04414
14189;1640995200;1643673599;"23.4";23;4;1.04183
14209;1643673600;1646092799;"23.4";23;4;1.03413
14251;1646092800;1648771199;"23.4";23;4;1.03221
14279;1648771200;1651363199;"23.4";23;4;1.04404
14295;1651363200;1654041599;"23.4";23;4;1.05364
14357;1654041600;1656633599;"23.4";23;4;1.07297
14409;1656633600;1659311999;"23.4";23;4;1.09178
14449;1659312000;1661990399;"23.4";23;4;1.10039
14490;1661990400;1664582399;"23.4";23;4;1.10699
14529;1664582400;1667260799;"23.4";23;4;1.16032
14569;1667260800;1669852799;"23.4";23;4;1.14397
14633;1669852800;1672531199;"23.4";23;4;1.09643
14673;1672531200;1675209599;"23.4";23;4;1.10279
14713;1675209600;1677628799;"23.4";23;4;1.09298
14754;1677628800;1680307199;"23.4";23;4;1.10621
14781;1680307200;1682899199;"23.4";23;4;1.09502
14833;1682899200;1685577599;"23.4";23;4;1.08852
14871;1685577600;1688169599;"23.4";23;4;1.07693
14911;1688169600;1690847999;"23.4";23;4;1.0483
14971;1690848000;1693526399;"23.4";23;4;1.04771
15025;1693526400;1696118399;"23.4";23;4;1.05111
15066;1696118400;1698796799;"23.4";23;4;1.07458
15105;1698796800;1701388799;"23.4";23;4;1.07985
15145;1701388800;1704067199;"23.4";23;4;1.06176
15185;1704067200;1706745599;"23.4";23;4;1.05381
15225;1706745600;1709251199;"23.4";23;4;1.04764
15270;1709251200;1711929599;"23.4";23;4;1.04662
15305;1711929600;1714521599;"23.4";23;4;1.05225
15304;1714521600;4070908800;"23.4";23;4;1.06426
12199;1354320000;1385855999;"87.4";87;4;1.43365
12201;1385856000;1388534399;"87.4";87;4;1.39424
12203;1388534400;1391212799;"87.4";87;4;1.37602
12205;1391212800;1393631999;"87.4";87;4;1.38862
12207;1393632000;1396310399;"87.4";87;4;1.37334
12209;1396310400;1398902399;"87.4";87;4;1.36426
12211;1398902400;1401580799;"87.4";87;4;1.36691
12213;1401580800;1404172799;"87.4";87;4;1.3819
12215;1404172800;1406851199;"87.4";87;4;1.38174
12217;1406851200;1409529599;"87.4";87;4;1.38785
12219;1409529600;1412121599;"87.4";87;4;1.38761
12221;1412121600;1414799999;"87.4";87;4;1.40449
12223;1414800000;1417391999;"87.4";87;4;1.41516
12225;1417392000;1420070399;"87.4";87;4;1.41554
12227;1420070400;1422748799;"87.4";87;4;1.42727
12229;1422748800;1425167999;"87.4";87;4;1.22454
12231;1425168000;1427846399;"87.4";87;4;1.33911
12233;1427846400;1430438399;"87.4";87;4;1.34909
12235;1430438400;1433116799;"87.4";87;4;1.33256
12237;1433116800;1435708799;"87.4";87;4;1.30901
12239;1435708800;1438387199;"87.4";87;4;1.31256
12241;1438387200;1441065599;"87.4";87;4;1.33329
12243;1441065600;1443657599;"87.4";87;4;1.34481
12245;1443657600;1446335999;"87.4";87;4;1.36907
12247;1446336000;1448927999;"87.4";87;4;1.36427
12249;1448928000;1451606399;"87.4";87;4;1.40541
12251;1451606400;1454284799;"87.4";87;4;1.37194
12253;1454284800;1456790399;"87.4";87;4;1.39603
12255;1456790400;1459468799;"87.4";87;4;1.38248
12257;1459468800;1462060799;"87.4";87;4;1.36152
12259;1462060800;1464739199;"87.4";87;4;1.37302
12261;1464739200;1467331199;"87.4";87;4;1.39171
12263;1467331200;1470009599;"87.4";87;4;1.35871
12265;1470009600;1472687999;"87.4";87;4;1.36633
12267;1472688000;1475279999;"87.4";87;4;1.35288
12269;1475280000;1477958399;"87.4";87;4;1.35723
12271;1477958400;1480550399;"87.4";87;4;1.36598
12273;1480550400;1483228799;"87.4";87;4;1.36717
12275;1483228800;1485907199;"87.4";87;4;1.37372
12277;1485907200;1488326399;"87.4";87;4;1.35656
12279;1488326400;1491004799;"87.4";87;4;1.36404
12281;1491004800;1493596799;"87.4";87;4;1.35229
12283;1493596800;1496275199;"87.4";87;4;1.36091
12776;1496275200;1498867199;"87.4";87;4;1.34369
12803;1498867200;1501545599;"87.4";87;4;1.34007
12827;1501545600;1504223999;"87.4";87;4;1.33174
13867;1504224000;1604188799;"87.4";87;4;1.36564
13881;1604188800;1606780799;"87.4";87;4;1.28403
13905;1606780800;1609459199;"87.4";87;4;1.2961
13917;1609459200;1612137599;"87.4";87;4;1.28162
13935;1612137600;1614556799;"87.4";87;4;1.27629
13955;1614556800;1617235199;"87.4";87;4;1.30001
13975;1617235200;1619827199;"87.4";87;4;1.32589
13995;1619827200;1622505599;"87.4";87;4;1.31328
14015;1622505600;1625097599;"87.4";87;4;1.29578
14035;1625097600;1627775999;"87.4";87;4;1.3117
14055;1627776000;1630454399;"87.4";87;4;1.30849
14075;1630454400;1633046399;"87.4";87;4;1.30003
14095;1633046400;1635724799;"87.4";87;4;1.31194
14115;1635724800;1638316799;"87.4";87;4;1.297
14155;1638316800;1640995199;"87.4";87;4;1.30131
14175;1640995200;1643673599;"87.4";87;4;1.28791
14195;1643673600;1646092799;"87.4";87;4;1.28026
14235;1646092800;1648771199;"87.4";87;4;1.28966
14315;1648771200;1654041599;"87.4";87;4;1.28874
14363;1654041600;1656633599;"87.4";87;4;1.30447
14395;1656633600;1659311999;"87.4";87;4;1.28759
14497;1659312000;1661990399;"87.4";87;4;1.27002
14476;1661990400;1664582399;"87.4";87;4;1.2589
14515;1664582400;1667260799;"87.4";87;4;1.25781
14555;1667260800;1669852799;"87.4";87;4;1.28698
14631;1669852800;1672531199;"87.4";87;4;1.24499
14671;1672531200;1675209599;"87.4";87;4;1.23808
14711;1675209600;1677628799;"87.4";87;4;1.24377
14752;1677628800;1680307199;"87.4";87;4;1.24011
14791;1680307200;1682899199;"87.4";87;4;1.23523
14831;1682899200;1685577599;"87.4";87;4;1.20458
14869;1685577600;1688169599;"87.4";87;4;1.20218
14909;1688169600;1690847999;"87.4";87;4;1.19912
14969;1690848000;1693526399;"87.4";87;4;1.16615
15027;1693526400;1696118399;"87.4";87;4;1.16964
15068;1696118400;1698796799;"87.4";87;4;1.19335
15107;1698796800;1701388799;"87.4";87;4;1.17107
15147;1701388800;1704067199;"87.4";87;4;1.17647
15187;1704067200;1706745599;"87.4";87;4;1.14526
15227;1706745600;1709251199;"87.4";87;4;1.15733
15272;1709251200;1711929599;"87.4";87;4;1.16818
15307;1711929600;1714521599;"87.4";87;4;1.19263
15306;1714521600;4070908800;"87.4";87;4;1.19872
13474;1575158400;1577836799;"88.4";88;4;9.67417
13523;1577836800;1580515199;"88.4";88;4;9.65316
14255;1580515200;1648771199;"88.4";88;4;9.5616
14309;1648771200;1651363199;"88.4";88;4;8.78966
14375;1651363200;1656633599;"88.4";88;4;9.00009
14411;1656633600;1659311999;"88.4";88;4;8.94454
14451;1659312000;1661990399;"88.4";88;4;8.90385
14492;1661990400;1664582399;"88.4";88;4;8.93272
14531;1664582400;1667260799;"88.4";88;4;9.09662
14571;1667260800;1669852799;"88.4";88;4;9.22424
14615;1669852800;1672531199;"88.4";88;4;9.35716
14655;1672531200;1675209599;"88.4";88;4;9.29731
14734;1675209600;1677628799;"88.4";88;4;9.20276
14736;1677628800;1680307199;"88.4";88;4;9.16943
14783;1680307200;1682899199;"88.4";88;4;9.20276
14819;1682899200;1685577599;"88.4";88;4;9.29005
14857;1685577600;1688169599;"88.4";88;4;9.40495
14897;1688169600;1690847999;"88.4";88;4;9.61622
14959;1690848000;1693526399;"88.4";88;4;9.65922
15041;1693526400;1696118399;"88.4";88;4;9.67558
15082;1696118400;1698796799;"88.4";88;4;9.60707
15119;1698796800;1701388799;"88.4";88;4;9.60504
15161;1701388800;1704067199;"88.4";88;4;9.50959
15201;1704067200;1706745599;"88.4";88;4;9.58727
15239;1706745600;1709251199;"88.4";88;4;9.54608
15256;1709251200;1711929599;"88.4";88;4;9.55274
15319;1711929600;1714521599;"88.4";88;4;9.56874
15318;1714521600;4070908800;"88.4";88;4;9.52562
12286;1385856000;1388534399;"90.4";90;4;8.44702
12288;1388534400;1391212799;"90.4";90;4;8.36813
12290;1391212800;1393631999;"90.4";90;4;8.40795
12292;1393632000;1396310399;"90.4";90;4;8.40004
12294;1396310400;1398902399;"90.4";90;4;8.36939
12296;1398902400;1401580799;"90.4";90;4;8.36827
12298;1401580800;1404172799;"90.4";90;4;8.44217
12300;1404172800;1406851199;"90.4";90;4;8.46539
12302;1406851200;1409529599;"90.4";90;4;8.52006
12304;1409529600;1412121599;"90.4";90;4;8.55278
12306;1412121600;1414799999;"90.4";90;4;8.65202
12308;1414800000;1417391999;"90.4";90;4;8.73423
12310;1417392000;1420070399;"90.4";90;4;8.75818
12312;1420070400;1422748799;"90.4";90;4;8.83798
12314;1422748800;1425167999;"90.4";90;4;9.31359
12316;1425168000;1427846399;"90.4";90;4;9.31888
12318;1427846400;1430438399;"90.4";90;4;9.47912
12320;1430438400;1433116799;"90.4";90;4;9.56929
12322;1433116800;1435708799;"90.4";90;4;9.39717
12324;1435708800;1438387199;"90.4";90;4;9.37523
12326;1438387200;1441065599;"90.4";90;4;9.46979
12328;1441065600;1443657599;"90.4";90;4;9.33149
12330;1443657600;1446335999;"90.4";90;4;9.385
12332;1446336000;1448927999;"90.4";90;4;9.42498
12334;1448928000;1451606399;"90.4";90;4;9.65344
12336;1451606400;1454284799;"90.4";90;4;9.48623
12338;1454284800;1456790399;"90.4";90;4;9.52227
12340;1456790400;1459468799;"90.4";90;4;9.42436
12342;1459468800;1462060799;"90.4";90;4;9.32958
12344;1462060800;1464739199;"90.4";90;4;9.22892
12346;1464739200;1467331199;"90.4";90;4;9.31845
12348;1467331200;1470009599;"90.4";90;4;9.2879
12350;1470009600;1472687999;"90.4";90;4;9.35751
12352;1472688000;1475279999;"90.4";90;4;9.23131
12354;1475280000;1477958399;"90.4";90;4;9.30016
12356;1477958400;1480550399;"90.4";90;4;9.38518
12358;1480550400;1483228799;"90.4";90;4;9.49812
12360;1483228800;1485907199;"90.4";90;4;9.53434
12362;1485907200;1488326399;"90.4";90;4;9.42489
12364;1488326400;1491004799;"90.4";90;4;9.50074
12366;1491004800;1493596799;"90.4";90;4;9.39099
12368;1493596800;1496275199;"90.4";90;4;9.4758
12772;1496275200;1498867199;"90.4";90;4;9.18231
12801;1498867200;1501545599;"90.4";90;4;9.18274
12825;1501545600;1504223999;"90.4";90;4;8.9548
13869;1504224000;1604188799;"90.4";90;4;8.88526
13891;1604188800;1606780799;"90.4";90;4;8.90932
13899;1606780800;1609459199;"90.4";90;4;8.93368
13919;1609459200;1612137599;"90.4";90;4;8.80553
13951;1612137600;1614556799;"90.4";90;4;8.82753
13971;1614556800;1617235199;"90.4";90;4;8.84314
13991;1617235200;1619827199;"90.4";90;4;8.92586
14011;1619827200;1622505599;"90.4";90;4;8.84549
14031;1622505600;1625097599;"90.4";90;4;8.81609
14051;1625097600;1627775999;"90.4";90;4;8.88881
14071;1627776000;1630454399;"90.4";90;4;8.97731
14089;1630454400;1633046399;"90.4";90;4;9.00252
14111;1633046400;1635724799;"90.4";90;4;9.0073
14131;1635724800;1638316799;"90.4";90;4;9.05281
14171;1638316800;1640995199;"90.4";90;4;9.21209
14191;1640995200;1643673599;"90.4";90;4;9.20217
14211;1643673600;1646092799;"90.4";90;4;9.19591
14253;1646092800;1648771199;"90.4";90;4;9.19633
14307;1648771200;1654041599;"90.4";90;4;9.33437
14355;1654041600;1656633599;"90.4";90;4;9.42241
14413;1656633600;1659311999;"90.4";90;4;9.45287
14453;1659312000;1661990399;"90.4";90;4;9.60966
14494;1661990400;1664582399;"90.4";90;4;9.75667
14533;1664582400;1667260799;"90.4";90;4;9.75848
14573;1667260800;1669852799;"90.4";90;4;9.72952
14629;1669852800;1672531199;"90.4";90;4;9.42756
14669;1672531200;1675209599;"90.4";90;4;9.31203
14709;1675209600;1677628799;"90.4";90;4;9.23958
14750;1677628800;1680307199;"90.4";90;4;9.32923
14797;1680307200;1682899199;"90.4";90;4;9.26569
14829;1682899200;1685577599;"90.4";90;4;9.15189
14867;1685577600;1688169599;"90.4";90;4;9.21583
14907;1688169600;1690847999;"90.4";90;4;9.12509
14967;1690848000;1693526399;"90.4";90;4;9.01559
15029;1693526400;1696118399;"90.4";90;4;9.15457
15070;1696118400;1698796799;"90.4";90;4;9.21489
15109;1698796800;1701388799;"90.4";90;4;9.24428
15149;1701388800;1704067199;"90.4";90;4;9.09322
15189;1704067200;1706745599;"90.4";90;4;9.07779
15229;1706745600;1709251199;"90.4";90;4;9.131
15274;1709251200;1711929599;"90.4";90;4;9.13175
15309;1711929600;1714521599;"90.4";90;4;9.124
15308;1714521600;4070908800;"90.4";90;4;9.18805
12371;1385856000;1388534399;"111.4";111;4;10.1035
12373;1388534400;1391212799;"111.4";111;4;10.1014
12375;1391212800;1393631999;"111.4";111;4;9.89972
12377;1393632000;1396310399;"111.4";111;4;10.1295
12379;1396310400;1398902399;"111.4";111;4;9.91247
12381;1398902400;1401580799;"111.4";111;4;10.2132
12383;1401580800;1404172799;"111.4";111;4;10.1342
12385;1404172800;1406851199;"111.4";111;4;10.3617
12387;1406851200;1409529599;"111.4";111;4;10.5373
12389;1409529600;1412121599;"111.4";111;4;10.4944
12391;1412121600;1414799999;"111.4";111;4;10.7032
12393;1414800000;1417391999;"111.4";111;4;10.8173
12395;1417392000;1420070399;"111.4";111;4;10.817
12397;1420070400;1422748799;"111.4";111;4;11.2868
12399;1422748800;1425167999;"111.4";111;4;11.5851
12401;1425168000;1427846399;"111.4";111;4;11.861
12403;1427846400;1430438399;"111.4";111;4;11.9875
12405;1430438400;1433116799;"111.4";111;4;12.0878
12407;1433116800;1435708799;"111.4";111;4;11.6475
12409;1435708800;1438387199;"111.4";111;4;11.501
12411;1438387200;1441065599;"111.4";111;4;11.9681
12413;1441065600;1443657599;"111.4";111;4;11.9538
12415;1443657600;1446335999;"111.4";111;4;11.7828
12417;1446336000;1448927999;"111.4";111;4;11.8648
12419;1448928000;1451606399;"111.4";111;4;11.9934
12421;1451606400;1454284799;"111.4";111;4;11.7284
12423;1454284800;1456790399;"111.4";111;4;11.8303
12425;1456790400;1459468799;"111.4";111;4;11.7844
12427;1459468800;1462060799;"111.4";111;4;11.5396
12429;1462060800;1464739199;"111.4";111;4;11.4519
12431;1464739200;1467331199;"111.4";111;4;11.6846
12433;1467331200;1470009599;"111.4";111;4;11.693
12435;1470009600;1472687999;"111.4";111;4;11.931
12437;1472688000;1475279999;"111.4";111;4;11.7429
12439;1475280000;1477958399;"111.4";111;4;11.9441
12441;1477958400;1480550399;"111.4";111;4;12.2253
12443;1480550400;1483228799;"111.4";111;4;12.4812
12445;1483228800;1485907199;"111.4";111;4;12.3616
12447;1485907200;1488326399;"111.4";111;4;12.0111
12449;1488326400;1491004799;"111.4";111;4;12.1265
12451;1491004800;1493596799;"111.4";111;4;11.9885
12453;1493596800;1496275199;"111.4";111;4;12.2367
12778;1496275200;1498867199;"111.4";111;4;12.0106
12799;1498867200;1501545599;"111.4";111;4;12.0669
12823;1501545600;1504223999;"111.4";111;4;11.5416
13873;1504224000;1506815999;"111.4";111;4;11.4319
13907;1506816000;1609459199;"111.4";111;4;12.4427
13929;1609459200;1612137599;"111.4";111;4;11.9614
13953;1612137600;1614556799;"111.4";111;4;11.9548
13973;1614556800;1617235199;"111.4";111;4;11.9697
13993;1617235200;1619827199;"111.4";111;4;12.2058
14013;1619827200;1622505599;"111.4";111;4;12.0658
14033;1622505600;1625097599;"111.4";111;4;11.9991
14053;1625097600;1627775999;"111.4";111;4;12.114
14073;1627776000;1630454399;"111.4";111;4;12.3379
14091;1630454400;1633046399;"111.4";111;4;12.4644
14113;1633046400;1635724799;"111.4";111;4;12.2988
14133;1635724800;1638316799;"111.4";111;4;12.1376
14173;1638316800;1640995199;"111.4";111;4;12.543
14193;1640995200;1643673599;"111.4";111;4;12.7593
14213;1643673600;1646092799;"111.4";111;4;12.871
14241;1646092800;1648771199;"111.4";111;4;13.062
14303;1648771200;1654041599;"111.4";111;4;13.0166
14365;1654041600;1656633599;"111.4";111;4;13.3342
14415;1656633600;1659311999;"111.4";111;4;13.5598
14455;1659312000;1661990399;"111.4";111;4;13.4847
14496;1661990400;1664582399;"111.4";111;4;13.9577
14535;1664582400;1667260799;"111.4";111;4;14.2584
14575;1667260800;1669852799;"111.4";111;4;14.3356
14627;1669852800;1672531199;"111.4";111;4;13.9015
14667;1672531200;1675209599;"111.4";111;4;13.9407
14707;1675209600;1677628799;"111.4";111;4;13.8133
14748;1677628800;1680307199;"111.4";111;4;13.8396
14789;1680307200;1682899199;"111.4";111;4;13.8186
14827;1682899200;1685577599;"111.4";111;4;13.9494
14865;1685577600;1688169599;"111.4";111;4;14.1023
14905;1688169600;1690847999;"111.4";111;4;14.3297
14965;1690848000;1693526399;"111.4";111;4;13.9393
15031;1693526400;1696118399;"111.4";111;4;14.5445
15072;1696118400;1698796799;"111.4";111;4;14.7114
15111;1698796800;1701388799;"111.4";111;4;14.4495
15151;1701388800;1704067199;"111.4";111;4;13.9559
15191;1704067200;1706745599;"111.4";111;4;13.4605
15231;1706745600;1709251199;"111.4";111;4;13.8934
15276;1709251200;1711929599;"111.4";111;4;13.6643
15311;1711929600;1714521599;"111.4";111;4;13.9494
15310;1714521600;4070908800;"111.4";111;4;14.2893
12456;1385856000;1388534399;"112.4";112;4;1.91522
12458;1388534400;1391212799;"112.4";112;4;1.946
12460;1391212800;1393631999;"112.4";112;4;1.96937
12462;1393632000;1396310399;"112.4";112;4;1.9527
12464;1396310400;1398902399;"112.4";112;4;1.973
12466;1398902400;1401580799;"112.4";112;4;1.94989
12468;1401580800;1404172799;"112.4";112;4;1.9304
12470;1404172800;1406851199;"112.4";112;4;1.92577
12472;1406851200;1409529599;"112.4";112;4;1.90601
12474;1409529600;1412121599;"112.4";112;4;1.90068
12476;1412121600;1414799999;"112.4";112;4;1.89957
12478;1414800000;1417391999;"112.4";112;4;1.89024
12480;1417392000;1420070399;"112.4";112;4;1.89728
12482;1420070400;1422748799;"112.4";112;4;1.91642
12484;1422748800;1425167999;"112.4";112;4;1.87401
12486;1425168000;1427846399;"112.4";112;4;1.91887
12488;1427846400;1430438399;"112.4";112;4;1.91139
12490;1430438400;1433116799;"112.4";112;4;1.86039
12492;1433116800;1435708799;"112.4";112;4;1.87417
12494;1435708800;1438387199;"112.4";112;4;1.88473
12496;1438387200;1441065599;"112.4";112;4;1.90885
12498;1441065600;1443657599;"112.4";112;4;1.98746
12500;1443657600;1446335999;"112.4";112;4;1.99455
12502;1446336000;1448927999;"112.4";112;4;1.93885
