"RID";"FD";"TD";"KEY";"TAX_PROFILE";"SERVICE_PROFILE";"TP_CHECK";"CHECK_MODE";"TP_REPRICE";"TRANSIT_TAP_MODE";"TRANSIT_START";"TRANSIT_END";"TRANSIT_PERIOD";"GEN_RAP";"TRANSIT_RAP";"PASS_RC_LESS_IC";"IOT_THRESHOLD";"IOT_DEBUG"
3837;1588291200;4070908800;"24838.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3838;1588291200;4070908800;"24839.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3839;1588291200;4070908800;"24840.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3840;1588291200;4070908800;"24841.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3841;1588291200;4070908800;"24842.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3842;1588291200;4070908800;"24843.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3843;1588291200;4070908800;"24844.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3844;1588291200;4070908800;"24845.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3845;1588291200;4070908800;"24846.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3846;1588291200;4070908800;"24847.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3847;1588291200;4070908800;"24848.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3848;1588291200;4070908800;"24849.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3849;1588291200;4070908800;"24850.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3850;1588291200;4070908800;"24851.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3851;1588291200;4070908800;"24852.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3852;1588291200;4070908800;"24853.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3853;1588291200;4070908800;"24854.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3854;1588291200;4070908800;"24855.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3855;1588291200;4070908800;"24856.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3856;1588291200;4070908800;"24857.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3857;1588291200;4070908800;"24858.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3858;1588291200;4070908800;"24859.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3859;1588291200;4070908800;"24860.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3860;1588291200;4070908800;"24861.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3861;1588291200;4070908800;"24862.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3862;1588291200;4070908800;"24863.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3863;1588291200;4070908800;"24864.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3864;1588291200;4070908800;"24865.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3865;1588291200;4070908800;"24866.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3866;1588291200;4070908800;"24867.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3867;1588291200;4070908800;"24868.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3868;1588291200;4070908800;"24869.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3869;1588291200;4070908800;"24870.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3870;1588291200;4070908800;"24871.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3871;1588291200;4070908800;"24872.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3872;1588291200;4070908800;"24873.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3873;1588291200;4070908800;"24874.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3874;1588291200;4070908800;"24875.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3875;1588291200;4070908800;"24876.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3876;1588291200;4070908800;"24877.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3877;1588291200;4070908800;"24878.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3878;1588291200;4070908800;"24879.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3879;1588291200;4070908800;"24880.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3880;1588291200;4070908800;"24881.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3881;1588291200;4070908800;"24882.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3882;1588291200;4070908800;"24883.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3883;1588291200;4070908800;"24884.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3884;1588291200;4070908800;"24885.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3885;1588291200;4070908800;"24886.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3886;1588291200;4070908800;"24887.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3887;1588291200;4070908800;"24888.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3888;1588291200;4070908800;"24889.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3889;1588291200;4070908800;"24890.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3890;1588291200;4070908800;"24891.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3891;1588291200;4070908800;"24892.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3892;1588291200;4070908800;"24893.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3893;1588291200;4070908800;"24894.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3894;1588291200;4070908800;"24895.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3895;1588291200;4070908800;"24896.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3896;1588291200;4070908800;"24897.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3897;1588291200;4070908800;"24898.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3898;1588291200;4070908800;"24899.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3899;1588291200;4070908800;"24900.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3900;1588291200;4070908800;"24901.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3901;1588291200;4070908800;"24902.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3902;1588291200;4070908800;"24903.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3903;1588291200;4070908800;"24904.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3904;1588291200;4070908800;"24905.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3905;1588291200;4070908800;"24906.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3906;1588291200;4070908800;"24907.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3907;1588291200;4070908800;"24908.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3908;1588291200;4070908800;"24909.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3909;1588291200;4070908800;"24910.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3910;1588291200;4070908800;"24911.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3911;1588291200;4070908800;"24912.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3912;1588291200;4070908800;"24913.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3913;1588291200;4070908800;"24914.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3914;1588291200;4070908800;"24915.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3915;1588291200;4070908800;"24916.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3916;1588291200;4070908800;"24917.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3917;1588291200;4070908800;"24918.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3918;1588291200;4070908800;"24919.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3919;1588291200;4070908800;"24920.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3920;1588291200;4070908800;"24921.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3921;1588291200;4070908800;"24922.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3922;1588291200;4070908800;"24923.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3923;1588291200;4070908800;"24924.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3924;1588291200;4070908800;"24925.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3925;1588291200;4070908800;"24926.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3926;1588291200;4070908800;"24927.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3927;1588291200;4070908800;"24928.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3928;1588291200;4070908800;"24929.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3929;1588291200;4070908800;"24930.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3930;1588291200;4070908800;"24931.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3931;1588291200;4070908800;"24932.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3932;1588291200;4070908800;"24933.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3933;1588291200;4070908800;"24934.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3934;1588291200;4070908800;"24935.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3935;1588291200;4070908800;"24936.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3936;1588291200;4070908800;"24937.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3937;1588291200;4070908800;"24938.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3938;1588291200;4070908800;"24939.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3939;1588291200;4070908800;"24940.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3940;1588291200;4070908800;"24941.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3941;1588291200;4070908800;"24942.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3942;1588291200;4070908800;"24943.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3943;1588291200;4070908800;"24944.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3944;1588291200;4070908800;"24945.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3945;1588291200;4070908800;"24946.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3946;1588291200;4070908800;"24947.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3947;1588291200;4070908800;"24948.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3948;1588291200;4070908800;"24949.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3949;1588291200;4070908800;"24950.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3950;1588291200;4070908800;"24951.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3951;1588291200;4070908800;"24952.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3952;1588291200;4070908800;"24953.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3953;1588291200;4070908800;"24954.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3954;1588291200;4070908800;"24955.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3955;1588291200;4070908800;"24956.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3956;1588291200;4070908800;"24957.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3957;1588291200;4070908800;"24958.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3958;1588291200;4070908800;"24959.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3959;1588291200;4070908800;"24960.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3960;1588291200;4070908800;"24961.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3961;1588291200;4070908800;"24962.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3962;1588291200;4070908800;"24963.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3963;1588291200;4070908800;"24964.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3964;1588291200;4070908800;"24965.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3965;1588291200;4070908800;"24966.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3966;1588291200;4070908800;"24967.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3967;1588291200;4070908800;"24968.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3968;1588291200;4070908800;"24969.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3969;1588291200;4070908800;"24970.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3970;1588291200;4070908800;"24971.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3971;1588291200;4070908800;"24972.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3972;1588291200;4070908800;"24973.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3973;1588291200;4070908800;"24974.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3974;1588291200;4070908800;"24975.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3975;1588291200;4070908800;"24976.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3976;1588291200;4070908800;"24977.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3977;1588291200;4070908800;"24978.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3978;1588291200;4070908800;"24979.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3979;1588291200;4070908800;"24980.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3980;1588291200;4070908800;"24981.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3981;1588291200;4070908800;"24982.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3982;1588291200;4070908800;"24983.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3983;1588291200;4070908800;"24984.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3984;1588291200;4070908800;"24985.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3985;1588291200;4070908800;"24986.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3986;1588291200;4070908800;"24987.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3987;1588291200;4070908800;"24988.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3988;1588291200;4070908800;"24989.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3989;1588291200;4070908800;"24990.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3990;1588291200;4070908800;"24991.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3991;1588291200;4070908800;"24992.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3992;1588291200;4070908800;"24993.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3993;1588291200;4070908800;"24994.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3994;1588291200;4070908800;"24995.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3995;1588291200;4070908800;"24996.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3996;1588291200;4070908800;"24997.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3997;1588291200;4070908800;"24998.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3998;1588291200;4070908800;"24999.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
3999;1588291200;4070908800;"25000.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4000;1588291200;4070908800;"25001.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4001;1588291200;4070908800;"25002.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4002;1588291200;4070908800;"25003.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4003;1588291200;4070908800;"25004.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4004;1588291200;4070908800;"25005.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4005;1588291200;4070908800;"25006.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4006;1588291200;4070908800;"25007.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4007;1588291200;4070908800;"25008.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4008;1588291200;4070908800;"25009.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4009;1588291200;4070908800;"25010.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4010;1588291200;4070908800;"25011.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4011;1588291200;4070908800;"25012.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4012;1588291200;4070908800;"25013.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4013;1588291200;4070908800;"25014.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4014;1588291200;4070908800;"25015.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4015;1588291200;4070908800;"25016.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4016;1588291200;4070908800;"25017.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4017;1588291200;4070908800;"25018.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4018;1588291200;4070908800;"25019.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4019;1588291200;4070908800;"25020.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4020;1588291200;4070908800;"25021.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4021;1588291200;4070908800;"25022.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4022;1588291200;4070908800;"25023.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4023;1588291200;4070908800;"25024.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4024;1588291200;4070908800;"25025.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4025;1588291200;4070908800;"25026.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4026;1588291200;4070908800;"25027.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4027;1588291200;4070908800;"25028.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4028;1588291200;4070908800;"25029.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4029;1588291200;4070908800;"25030.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4030;1588291200;4070908800;"25031.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4031;1588291200;4070908800;"25032.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4032;1588291200;4070908800;"25033.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4033;1588291200;4070908800;"25034.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4034;1588291200;4070908800;"25035.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4035;1588291200;4070908800;"25036.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4036;1588291200;4070908800;"25037.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4037;1588291200;4070908800;"25038.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4038;1588291200;4070908800;"25039.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4039;1588291200;4070908800;"25040.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4040;1588291200;4070908800;"25041.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4041;1588291200;4070908800;"25042.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4042;1588291200;4070908800;"25043.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4043;1588291200;4070908800;"25044.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4044;1588291200;4070908800;"25045.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4045;1588291200;4070908800;"25046.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4046;1588291200;4070908800;"25047.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4047;1588291200;4070908800;"25048.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4048;1588291200;4070908800;"25049.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4049;1588291200;4070908800;"25050.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4050;1588291200;4070908800;"25051.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4051;1588291200;4070908800;"25052.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4052;1588291200;4070908800;"25053.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4053;1588291200;4070908800;"25054.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4054;1588291200;4070908800;"25055.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4055;1588291200;4070908800;"25056.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4056;1588291200;4070908800;"25057.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4057;1588291200;4070908800;"25058.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4058;1588291200;4070908800;"25059.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4059;1588291200;4070908800;"25060.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4060;1588291200;4070908800;"25061.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4061;1588291200;4070908800;"25062.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4062;1588291200;4070908800;"25063.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4063;1588291200;4070908800;"25064.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4064;1588291200;4070908800;"25065.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4065;1588291200;4070908800;"25066.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4066;1588291200;4070908800;"25067.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4067;1588291200;4070908800;"25068.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4068;1588291200;4070908800;"25069.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4069;1588291200;4070908800;"25070.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4070;1588291200;4070908800;"25071.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4071;1588291200;4070908800;"25072.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4072;1588291200;4070908800;"25073.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4073;1588291200;4070908800;"25074.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4074;1588291200;4070908800;"25075.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4075;1588291200;4070908800;"25076.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4076;1588291200;4070908800;"25077.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4077;1588291200;4070908800;"25078.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4078;1588291200;4070908800;"25079.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4079;1588291200;4070908800;"25080.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4080;1588291200;4070908800;"25081.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4081;1588291200;4070908800;"25082.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4082;1588291200;4070908800;"25083.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4083;1588291200;4070908800;"25084.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4084;1588291200;4070908800;"25085.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4085;1588291200;4070908800;"25086.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4086;1588291200;4070908800;"25087.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4087;1588291200;4070908800;"25088.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4088;1588291200;4070908800;"25089.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4089;1588291200;4070908800;"25090.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4090;1588291200;4070908800;"25091.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4091;1588291200;4070908800;"25092.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4092;1588291200;4070908800;"25093.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4093;1588291200;4070908800;"25094.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4094;1588291200;4070908800;"25095.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4095;1588291200;4070908800;"25096.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4096;1588291200;4070908800;"25097.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4097;1588291200;4070908800;"25098.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4098;1588291200;4070908800;"25099.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4099;1588291200;4070908800;"25100.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4100;1588291200;4070908800;"25101.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4101;1588291200;4070908800;"25102.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4102;1588291200;4070908800;"25103.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4103;1588291200;4070908800;"25104.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4104;1588291200;4070908800;"25105.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4105;1588291200;4070908800;"25106.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4106;1588291200;4070908800;"25107.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4107;1588291200;4070908800;"25108.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4108;1588291200;4070908800;"25109.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4109;1588291200;4070908800;"25110.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4110;1588291200;4070908800;"25111.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4111;1588291200;4070908800;"25112.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
4112;1588291200;4070908800;"25113.2";3;;;;1063;2;"00:00";"00:00";0;0;0;0;1;
