"RID";"TO_EPOCH(FD,0)";"TO_EPOCH(TD,0)";"KEY";"ID";"PLAN_ID";"CONN_TYPE_ID";"ZONE_NAME";"INTERVAL_GROUP_ID";"TRANGE_GROUP_ID";"TRANGE_ID";"CURRENCY_ID";"CTL1";"CTL2";"CTL3";"SERVICE_CLASS";"PRICE";"COEF";"FS";"CL";"REPRICE_MODE";"P_FD"
17905;1606780800;1659311999;"1695.3...164.164.";7513;1695;3;;;164;164;3;0;0;0;;0;;;;0;"20201201"
17904;1659312000;4070908800;"1695.3...164.164.";7513;1695;3;;;164;164;3;0;0;0;;0;;;;0;"20220801"
17919;1606780800;1659311999;"1695.4...164.164.";7520;1695;4;;;164;164;3;2;1;0;;0.03;;;;0;"20201201"
17918;1659312000;4070908800;"1695.4...164.164.";7520;1695;4;;;164;164;3;2;1;0;;0.0049;;;;0;"20220801"
17915;1606780800;1659311999;"1695.7..164.164.164.";7525;1695;7;;164;164;164;3;10;0;0;;0.00001;;;;0;"20201201"
17914;1659312000;4070908800;"1695.7..164.164.164.";7525;1695;7;;164;164;164;3;10;0;0;;0.000001;;;;0;"20220801"
12028;1606780800;4070908800;"1696.1..163.164.164.";7529;1696;1;;163;164;164;3;0;0;0;;0;;;;0;"20201201"
12029;1606780800;4070908800;"1696.12...164.164.";7530;1696;12;;;164;164;3;0;0;0;;0;;;;0;"20201201"
12031;1606780800;4070908800;"1696.2.1285.163.164.164.";7532;1696;2;1285;163;164;164;3;1;0;0;;0.278;;;;0;"20201201"
12032;1606780800;4070908800;"1696.2.1286.163.164.164.";7533;1696;2;1286;163;164;164;3;2;0;0;;0.278;;;;0;"20201201"
12033;1606780800;4070908800;"1696.2.1287.163.164.164.";7534;1696;2;1287;163;164;164;3;2;0;0;;0.278;;;;0;"20201201"
12034;1606780800;4070908800;"1696.2.1288.163.164.164.";7535;1696;2;1288;163;164;164;3;2;0;0;;0.278;;;;0;"20201201"
12037;1606780800;4070908800;"1696.2.1289.163.164.164.";7538;1696;2;1289;163;164;164;3;2;0;0;;0.278;;;;0;"20201201"
12038;1606780800;4070908800;"1696.2.1290.165.164.164.";7539;1696;2;1290;165;164;164;3;2;5;0;;12;;;;0;"20201201"
12026;1606780800;4070908800;"1696.2.1291.165.164.164.";7527;1696;2;1291;165;164;164;3;2;5;0;;5.5;;;;0;"20201201"
12039;1606780800;4070908800;"1696.2.1292.165.164.164.";7540;1696;2;1292;165;164;164;3;2;0;0;;5.5;;;;0;"20201201"
12027;1606780800;4070908800;"1696.2.1293.165.164.164.";7528;1696;2;1293;165;164;164;3;2;0;0;;6.5;;;;0;"20201201"
12035;1606780800;4070908800;"1696.29..163...";7536;1696;29;;163;;;3;1;2;3;;0;;;;0;"20201201"
12036;1606780800;4070908800;"1696.3...164.164.";7537;1696;3;;;164;164;3;0;0;0;;0;;;;0;"20201201"
12030;1606780800;4070908800;"1696.4...164.164.";7531;1696;4;;;164;164;3;2;1;0;;0.028;;;;0;"20201201"
12025;1606780800;4070908800;"1696.7..283.164.164.";7526;1696;7;;283;164;164;3;10;0;0;;0.019;;;;0;"20201201"
12041;1609459200;4070908800;"1697.1..163.164.164.";7542;1697;1;;163;164;164;3;0;0;0;;0;;;;0;"20210101"
12046;1609459200;4070908800;"1697.12...164.164.";7547;1697;12;;;164;164;3;0;0;0;;0;;;;0;"20210101"
12047;1609459200;4070908800;"1697.2.401.163.164.164.";7548;1697;2;401;163;164;164;3;1;0;0;;0.167;;;;0;"20210101"
12048;1609459200;4070908800;"1697.2.402.163.164.164.";7549;1697;2;402;163;164;164;3;2;0;0;;0.167;;;;0;"20210101"
12049;1609459200;4070908800;"1697.2.403.163.164.164.";7550;1697;2;403;163;164;164;3;2;0;0;;0.167;;;;0;"20210101"
12043;1609459200;4070908800;"1697.2.404.163.164.164.";7544;1697;2;404;163;164;164;3;2;0;0;;0.167;;;;0;"20210101"
12044;1609459200;4070908800;"1697.2.405.165.164.164.";7545;1697;2;405;165;164;164;3;2;5;0;;12;;;;0;"20210101"
12045;1609459200;4070908800;"1697.2.406.165.164.164.";7546;1697;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20210101"
12052;1609459200;4070908800;"1697.2.861.163.164.164.";7553;1697;2;861;163;164;164;3;2;0;0;;0.167;;;;0;"20210101"
12042;1609459200;4070908800;"1697.29..163...";7543;1697;29;;163;;;3;1;2;3;;0;;;;0;"20210101"
12040;1609459200;4070908800;"1697.3...164.164.";7541;1697;3;;;164;164;3;0;0;0;;0;;;;0;"20210101"
12051;1609459200;4070908800;"1697.4...164.164.";7552;1697;4;;;164;164;3;2;1;0;;0.004175;;;;0;"20210101"
12050;1609459200;4070908800;"1697.7..283.164.164.";7551;1697;7;;283;164;164;3;10;0;0;;0.002505;;;;0;"20210101"
12059;1606780800;4070908800;"1698.1..185.164.164.";7560;1698;1;;185;164;164;3;0;0;0;;0;;;;0;"20201201"
12058;1606780800;4070908800;"1698.12.....";7559;1698;12;;;;;3;0;0;0;;0;;;;0;"20201201"
12060;1606780800;4070908800;"1698.2.401.185.164.164.";7561;1698;2;401;185;164;164;3;1;0;0;;1.1;;;;0;"20201201"
12061;1606780800;4070908800;"1698.2.402.185.164.164.";7562;1698;2;402;185;164;164;3;2;0;0;;1.6;;;;0;"20201201"
12062;1606780800;4070908800;"1698.2.403.185.164.164.";7563;1698;2;403;185;164;164;3;2;0;0;;3.7;;;;0;"20201201"
12063;1606780800;4070908800;"1698.2.404.185.164.164.";7564;1698;2;404;185;164;164;3;2;0;0;;6.5;;;;0;"20201201"
12054;1606780800;4070908800;"1698.2.405.185.164.164.";7555;1698;2;405;185;164;164;3;2;5;0;;12;;;;0;"20201201"
12055;1606780800;4070908800;"1698.2.406.185.164.164.";7556;1698;2;406;185;164;164;3;2;5;0;;5.5;;;;0;"20201201"
12056;1606780800;4070908800;"1698.2.861.185.164.164.";7557;1698;2;861;185;164;164;3;2;0;0;;5.5;;;;0;"20201201"
12064;1606780800;4070908800;"1698.29..185.164.164.";7565;1698;29;;185;164;164;3;1;2;3;;0;;;;0;"20201201"
12057;1606780800;4070908800;"1698.3...164.164.";7558;1698;3;;;164;164;3;0;0;0;;0;;;;0;"20201201"
12065;1606780800;4070908800;"1698.4.....";7566;1698;4;;;;;3;2;1;0;;0.0083;;;;0;"20201201"
12053;1606780800;4070908800;"1698.7..283.164.164.";7554;1698;7;;283;164;164;3;10;0;0;;0.0124;;;;0;"20201201"
12108;1614556800;4070908800;"1711.1..165.164.164.";7579;1711;1;;165;164;164;3;0;0;0;;0;;;;0;"20210301"
12110;1614556800;4070908800;"1711.12...164.164.";7581;1711;12;;;164;164;3;0;0;0;;0;;;;0;"20210301"
12114;1614556800;4070908800;"1711.2.1024.165.164.164.";7585;1711;2;1024;165;164;164;3;1;0;0;;0.1;;;;0;"20210301"
12116;1614556800;4070908800;"1711.2.1025.165.164.164.";7587;1711;2;1025;165;164;164;3;2;0;0;;0.4;;;;0;"20210301"
12117;1614556800;4070908800;"1711.2.1026.165.164.164.";7588;1711;2;1026;165;164;164;3;2;0;0;;0.4;;;;0;"20210301"
12118;1614556800;4070908800;"1711.2.1027.165.164.164.";7589;1711;2;1027;165;164;164;3;2;0;0;;0.4;;;;0;"20210301"
12113;1614556800;4070908800;"1711.2.1028.165.164.164.";7584;1711;2;1028;165;164;164;3;2;5;0;;12;;;;0;"20210301"
12112;1614556800;4070908800;"1711.2.1029.165.164.164.";7583;1711;2;1029;165;164;164;3;2;5;0;;5.5;;;;0;"20210301"
12106;1614556800;4070908800;"1711.2.1030.165.164.164.";7577;1711;2;1030;165;164;164;3;2;0;0;;0.4;;;;0;"20210301"
19814;1614556800;4070908800;"1711.2.1031.165.164.164.";7582;1711;2;1031;165;164;164;3;2;0;10;;0.2;0;;;;"20210301"
12109;1614556800;4070908800;"1711.29..165...";7580;1711;29;;165;;;3;1;2;3;;0;;;;0;"20210301"
12115;1614556800;4070908800;"1711.3...164.164.";7586;1711;3;;;164;164;3;0;0;0;;0;;;;0;"20210301"
12107;1614556800;4070908800;"1711.4...164.164.";7578;1711;4;;;164;164;3;2;1;0;;0.03;;;;0;"20210301"
12119;1614556800;4070908800;"1711.7..283.164.164.";7590;1711;7;;283;164;164;3;10;0;0;;0.005;;;;0;"20210301"
17357;1609459200;1659311999;"1712.1..163.164.164.";7592;1712;1;;163;164;164;3;0;0;0;;0;;;;0;"20210101"
20379;1659312000;1704067199;"1712.1..163.164.164.";7592;1712;1;;163;164;164;3;0;0;0;;0;;;;0;"20220801"
20378;1704067200;4070908800;"1712.1..163.164.164.";7592;1712;1;;163;164;164;3;0;0;0;;0;;;;0;"20240101"
17365;1609459200;1659311999;"1712.12...164.164.";7593;1712;12;;;164;164;3;0;0;0;;0;;;;0;"20210101"
20387;1659312000;1704067199;"1712.12...164.164.";7593;1712;12;;;164;164;3;0;0;0;;0;;;;0;"20220801"
20386;1704067200;4070908800;"1712.12...164.164.";7593;1712;12;;;164;164;3;0;0;0;;0;;;;0;"20240101"
17373;1609459200;1659311999;"1712.2.401.163.164.164.";7596;1712;2;401;163;164;164;3;1;0;0;;0.5;;;;0;"20210101"
20397;1659312000;1704067199;"1712.2.401.163.164.164.";7596;1712;2;401;163;164;164;3;1;0;0;;0.15;;;;0;"20220801"
20396;1704067200;4070908800;"1712.2.401.163.164.164.";7596;1712;2;401;163;164;164;3;1;0;0;;0.15;;;;0;"20240101"
17375;1609459200;1659311999;"1712.2.402.163.164.164.";7597;1712;2;402;163;164;164;3;2;0;0;;0.5;;;;0;"20210101"
20399;1659312000;1704067199;"1712.2.402.163.164.164.";7597;1712;2;402;163;164;164;3;2;0;0;;0.15;;;;0;"20220801"
20398;1704067200;4070908800;"1712.2.402.163.164.164.";7597;1712;2;402;163;164;164;3;2;0;0;;0.15;;;;0;"20240101"
17377;1609459200;1659311999;"1712.2.403.163.164.164.";7599;1712;2;403;163;164;164;3;2;0;0;;0.5;;;;0;"20210101"
20381;1659312000;1704067199;"1712.2.403.163.164.164.";7599;1712;2;403;163;164;164;3;2;0;0;;0.15;;;;0;"20220801"
20380;1704067200;4070908800;"1712.2.403.163.164.164.";7599;1712;2;403;163;164;164;3;2;0;0;;0.15;;;;0;"20240101"
17379;1609459200;1659311999;"1712.2.404.163.164.164.";7600;1712;2;404;163;164;164;3;2;0;0;;0.5;;;;0;"20210101"
20383;1659312000;1704067199;"1712.2.404.163.164.164.";7600;1712;2;404;163;164;164;3;2;0;0;;0.15;;;;0;"20220801"
20382;1704067200;4070908800;"1712.2.404.163.164.164.";7600;1712;2;404;163;164;164;3;2;0;0;;0.15;;;;0;"20240101"
17359;1609459200;1659311999;"1712.2.405.165.164.164.";7595;1712;2;405;165;164;164;3;2;5;0;;12;;;;0;"20210101"
20395;1659312000;1704067199;"1712.2.405.165.164.164.";7595;1712;2;405;165;164;164;3;2;5;0;;12;;;;0;"20220801"
20394;1704067200;4070908800;"1712.2.405.165.164.164.";7595;1712;2;405;165;164;164;3;2;5;0;;12;;;;0;"20240101"
17361;1609459200;1659311999;"1712.2.406.165.164.164.";7594;1712;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20210101"
20393;1659312000;1704067199;"1712.2.406.165.164.164.";7594;1712;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20220801"
20392;1704067200;4070908800;"1712.2.406.165.164.164.";7594;1712;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20240101"
17363;1609459200;1659311999;"1712.2.861.163.164.164.";7601;1712;2;861;163;164;164;3;2;0;0;;0.5;;;;0;"20210101"
20385;1659312000;1704067199;"1712.2.861.163.164.164.";7601;1712;2;861;163;164;164;3;2;0;0;;0.15;;;;0;"20220801"
20384;1704067200;4070908800;"1712.2.861.163.164.164.";7601;1712;2;861;163;164;164;3;2;0;0;;0.15;;;;0;"20240101"
17369;1609459200;1659311999;"1712.29..163...";7598;1712;29;;163;;;3;1;2;3;;0;;;;0;"20210101"
20391;1659312000;1704067199;"1712.29..163...";7598;1712;29;;163;;;3;1;2;3;;0;;;;0;"20220801"
20390;1704067200;4070908800;"1712.29..163...";7598;1712;29;;163;;;3;1;2;3;;0;;;;0;"20240101"
17367;1609459200;1659311999;"1712.3...164.164.";7603;1712;3;;;164;164;3;0;0;0;;0;;;;0;"20210101"
20389;1659312000;1704067199;"1712.3...164.164.";7603;1712;3;;;164;164;3;0;0;0;;0;;;;0;"20220801"
20388;1704067200;4070908800;"1712.3...164.164.";7603;1712;3;;;164;164;3;0;0;0;;0;;;;0;"20240101"
17371;1609459200;1659311999;"1712.4...164.164.";7591;1712;4;;;164;164;3;2;1;0;;0.06;;;;0;"20210101"
20401;1659312000;1704067199;"1712.4...164.164.";7591;1712;4;;;164;164;3;2;1;0;;0.01;;;;0;"20220801"
20400;1704067200;4070908800;"1712.4...164.164.";7591;1712;4;;;164;164;3;2;1;0;;0.01;;;;0;"20240101"
20377;1659312000;1704067199;"1712.7..164.164.164.";7602;1712;7;;164;164;164;3;10;0;0;;0.000005;;;;0;"20220801"
17381;1609459200;1659311999;"1712.7..223.164.164.";7602;1712;7;;223;164;164;3;10;0;0;;0.1;0;;;;"20210101"
20376;1704067200;4070908800;"1712.7..283.164.164.";7602;1712;7;;283;164;164;3;10;0;0;;0.003;;;;0;"20240101"
12135;1609459200;4070908800;"1713.1..163.164.164.";7605;1713;1;;163;164;164;3;0;0;0;;0;;;;0;"20210101"
12143;1609459200;4070908800;"1713.12...164.164.";7613;1713;12;;;164;164;3;0;0;0;;0;;;;0;"20210101"
12146;1609459200;4070908800;"1713.2.401.163.164.164.";7616;1713;2;401;163;164;164;3;1;0;0;;0.6;;;;0;"20210101"
12134;1609459200;4070908800;"1713.2.402.163.164.164.";7604;1713;2;402;163;164;164;3;2;0;0;;0.6;;;;0;"20210101"
12137;1609459200;4070908800;"1713.2.403.163.164.164.";7607;1713;2;403;163;164;164;3;2;0;0;;0.6;;;;0;"20210101"
12138;1609459200;4070908800;"1713.2.404.163.164.164.";7608;1713;2;404;163;164;164;3;2;0;0;;0.6;;;;0;"20210101"
12145;1609459200;4070908800;"1713.2.405.165.164.164.";7615;1713;2;405;165;164;164;3;2;5;0;;12;;;;0;"20210101"
12144;1609459200;4070908800;"1713.2.406.165.164.164.";7614;1713;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20210101"
12139;1609459200;4070908800;"1713.2.861.163.164.164.";7609;1713;2;861;163;164;164;3;2;0;0;;0.6;;;;0;"20210101"
12136;1609459200;4070908800;"1713.29..163...";7606;1713;29;;163;;;3;1;2;3;;0;;;;0;"20210101"
12141;1609459200;4070908800;"1713.3...164.164.";7611;1713;3;;;164;164;3;0;0;0;;0;;;;0;"20210101"
12142;1609459200;4070908800;"1713.4...164.164.";7612;1713;4;;;164;164;3;2;1;0;;0.05;;;;0;"20210101"
12140;1609459200;4070908800;"1713.7..283.164.164.";7610;1713;7;;283;164;164;3;10;0;0;;0.01;;;;0;"20210101"
17395;1609459200;1659311999;"1714.1..163.164.164.";7624;1714;1;;163;164;164;3;0;0;0;;0;;;;0;"20210101"
17394;1659312000;4070908800;"1714.1..163.164.164.";7624;1714;1;;163;164;164;3;0;0;0;;0;;;;0;"20220801"
17399;1609459200;1659311999;"1714.12...164.164.";7623;1714;12;;;164;164;3;0;0;0;;0;;;;0;"20210101"
17398;1659312000;4070908800;"1714.12...164.164.";7623;1714;12;;;164;164;3;0;0;0;;0;;;;0;"20220801"
17401;1609459200;1659311999;"1714.2.401.163.164.164.";7627;1714;2;401;163;164;164;3;1;0;0;;0.2;;;;0;"20210101"
17400;1659312000;4070908800;"1714.2.401.163.164.164.";7627;1714;2;401;163;164;164;3;1;0;0;;0.2;;;;0;"20220801"
17403;1609459200;1659311999;"1714.2.402.163.164.164.";7628;1714;2;402;163;164;164;3;2;0;0;;0.2;;;;0;"20210101"
17402;1659312000;4070908800;"1714.2.402.163.164.164.";7628;1714;2;402;163;164;164;3;2;0;0;;0.2;;;;0;"20220801"
17405;1609459200;1659311999;"1714.2.403.163.164.164.";7618;1714;2;403;163;164;164;3;2;0;0;;0.2;;;;0;"20210101"
17404;1659312000;4070908800;"1714.2.403.163.164.164.";7618;1714;2;403;163;164;164;3;2;0;0;;0.2;;;;0;"20220801"
17407;1609459200;1659311999;"1714.2.404.163.164.164.";7619;1714;2;404;163;164;164;3;2;0;0;;0.2;;;;0;"20210101"
17406;1659312000;4070908800;"1714.2.404.163.164.164.";7619;1714;2;404;163;164;164;3;2;0;0;;0.2;;;;0;"20220801"
17387;1609459200;1659311999;"1714.2.405.165.164.164.";7626;1714;2;405;165;164;164;3;2;5;0;;12;;;;0;"20210101"
17386;1659312000;4070908800;"1714.2.405.165.164.164.";7626;1714;2;405;165;164;164;3;2;5;0;;12;;;;0;"20220801"
17389;1609459200;1659311999;"1714.2.406.165.164.164.";7625;1714;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20210101"
17388;1659312000;4070908800;"1714.2.406.165.164.164.";7625;1714;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20220801"
17391;1609459200;1659311999;"1714.2.861.163.164.164.";7620;1714;2;861;163;164;164;3;2;0;0;;0.2;;;;0;"20210101"
17390;1659312000;4070908800;"1714.2.861.163.164.164.";7620;1714;2;861;163;164;164;3;2;0;0;;0.2;;;;0;"20220801"
17397;1609459200;1659311999;"1714.29..163...";7617;1714;29;;163;;;3;1;2;3;;0;;;;0;"20210101"
17396;1659312000;4070908800;"1714.29..163.164.164.";7617;1714;29;;163;164;164;3;1;2;3;;0;;;;0;"20220801"
17385;1609459200;1659311999;"1714.3...164.164.";7621;1714;3;;;164;164;3;0;0;0;;0;;;;0;"20210101"
17384;1659312000;4070908800;"1714.3...164.164.";7621;1714;3;;;164;164;3;0;0;0;;0;;;;0;"20220801"
17393;1609459200;1659311999;"1714.4...164.164.";7622;1714;4;;;164;164;3;2;1;0;;0.005;;;;0;"20210101"
17392;1659312000;4070908800;"1714.4...164.164.";7622;1714;4;;;164;164;3;2;1;0;;0.005;;;;0;"20220801"
17997;1659312000;1661990399;"1714.7..164.164.164.";7629;1714;7;;164;164;164;3;10;0;0;;0.000002;;;;0;"20220801"
17383;1609459200;1659311999;"1714.7..223.164.164.";7629;1714;7;;223;164;164;3;10;0;0;;0.003;0;;;;"20210101"
17996;1661990400;4070908800;"1714.7..283.164.164.";7629;1714;7;;283;164;164;3;10;0;0;;0.0025;0;;;;"20220901"
15143;1609459200;1633046399;"1715.1..163.164.164.";7633;1715;1;;163;164;164;3;0;0;0;;0;;;;0;"20210101"
15142;1633046400;4070908800;"1715.1..163.164.164.";7633;1715;1;;163;164;164;3;0;0;0;;0;;;;0;"20211001"
15133;1609459200;1633046399;"1715.12...164.164.";7641;1715;12;;;164;164;3;0;0;0;;0;;;;0;"20210101"
15132;1633046400;4070908800;"1715.12...164.164.";7641;1715;12;;;164;164;3;0;0;0;;0;;;;0;"20211001"
15135;1609459200;1633046399;"1715.2.401.163.164.164.";7632;1715;2;401;163;164;164;3;1;0;0;;0.134;;;;0;"20210101"
15134;1633046400;4070908800;"1715.2.401.163.164.164.";7632;1715;2;401;163;164;164;3;1;0;0;;0.134;;;;0;"20211001"
15137;1609459200;1633046399;"1715.2.402.163.164.164.";7634;1715;2;402;163;164;164;3;2;0;0;;0.134;;;;0;"20210101"
15136;1633046400;4070908800;"1715.2.402.163.164.164.";7634;1715;2;402;163;164;164;3;2;0;0;;0.134;;;;0;"20211001"
15139;1609459200;1633046399;"1715.2.403.163.164.164.";7636;1715;2;403;163;164;164;3;2;0;0;;0.134;;;;0;"20210101"
15138;1633046400;4070908800;"1715.2.403.163.164.164.";7636;1715;2;403;163;164;164;3;2;0;0;;0.134;;;;0;"20211001"
15141;1609459200;1633046399;"1715.2.404.163.164.164.";7637;1715;2;404;163;164;164;3;2;0;0;;0.134;;;;0;"20210101"
15140;1633046400;4070908800;"1715.2.404.163.164.164.";7637;1715;2;404;163;164;164;3;2;0;0;;0.134;;;;0;"20211001"
15147;1609459200;1633046399;"1715.2.405.165.164.164.";7631;1715;2;405;165;164;164;3;2;5;0;;12;;;;0;"20210101"
15146;1633046400;4070908800;"1715.2.405.165.164.164.";7631;1715;2;405;165;164;164;3;2;5;0;;12;;;;0;"20211001"
15123;1609459200;1633046399;"1715.2.406.165.164.164.";7630;1715;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20210101"
15122;1633046400;4070908800;"1715.2.406.165.164.164.";7630;1715;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20211001"
15125;1609459200;1633046399;"1715.2.861.163.164.164.";7638;1715;2;861;163;164;164;3;2;0;0;;0.134;;;;0;"20210101"
15124;1633046400;4070908800;"1715.2.861.163.164.164.";7638;1715;2;861;163;164;164;3;2;0;0;;0.134;;;;0;"20211001"
15145;1609459200;1633046399;"1715.29..163...";7635;1715;29;;163;;;3;1;2;3;;0;;;;0;"20210101"
15144;1633046400;4070908800;"1715.29..163...";7635;1715;29;;163;;;3;1;2;3;;0;;;;0;"20211001"
15129;1609459200;1633046399;"1715.3...164.164.";7639;1715;3;;;164;164;3;0;0;0;;0;;;;0;"20210101"
15128;1633046400;4070908800;"1715.3...164.164.";7639;1715;3;;;164;164;3;0;0;0;;0;;;;0;"20211001"
15131;1609459200;1633046399;"1715.4...164.164.";7640;1715;4;;;164;164;3;2;1;0;;0.045;;;;0;"20210101"
15130;1633046400;4070908800;"1715.4...164.164.";7640;1715;4;;;164;164;3;2;1;0;;0.045;;;;0;"20211001"
15736;1637020800;4070908800;"1715.7..164.164.164.";7642;1715;7;;164;164;164;3;10;0;0;;0.00008;0;;;;"20211116"
15127;1609459200;1633046399;"1715.7..283.164.164.";7642;1715;7;;283;164;164;3;10;0;0;;0.045;;;;0;"20210101"
15737;1633046400;1637020799;"1715.7..283.164.164.";7642;1715;7;;283;164;164;3;10;0;0;;0.08478;;;;0;"20211001"
12173;1609459200;4070908800;"1716.1..163.164.164.";7643;1716;1;;163;164;164;3;0;0;0;;0;;;;0;"20210101"
12180;1609459200;4070908800;"1716.12...164.164.";7650;1716;12;;;164;164;3;0;0;0;;0;;;;0;"20210101"
12183;1609459200;4070908800;"1716.2.401.163.164.164.";7653;1716;2;401;163;164;164;3;1;0;0;;0.11;;;;0;"20210101"
12184;1609459200;4070908800;"1716.2.402.163.164.164.";7654;1716;2;402;163;164;164;3;2;0;0;;0.11;;;;0;"20210101"
12175;1609459200;4070908800;"1716.2.403.163.164.164.";7645;1716;2;403;163;164;164;3;2;0;0;;0.11;;;;0;"20210101"
12176;1609459200;4070908800;"1716.2.404.163.164.164.";7646;1716;2;404;163;164;164;3;2;0;0;;0.11;;;;0;"20210101"
12182;1609459200;4070908800;"1716.2.405.165.164.164.";7652;1716;2;405;165;164;164;3;2;5;0;;12;;;;0;"20210101"
12181;1609459200;4070908800;"1716.2.406.165.164.164.";7651;1716;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20210101"
12177;1609459200;4070908800;"1716.2.861.163.164.164.";7647;1716;2;861;163;164;164;3;2;0;0;;0.11;;;;0;"20210101"
12174;1609459200;4070908800;"1716.29..163...";7644;1716;29;;163;;;3;1;2;3;;0;;;;0;"20210101"
12178;1609459200;4070908800;"1716.3...164.164.";7648;1716;3;;;164;164;3;0;0;0;;0;;;;0;"20210101"
12179;1609459200;4070908800;"1716.4...164.164.";7649;1716;4;;;164;164;3;2;1;0;;0.0027;;;;0;"20210101"
12185;1609459200;4070908800;"1716.7..283.164.164.";7655;1716;7;;283;164;164;3;10;0;0;;0.0018;;;;0;"20210101"
20519;1609459200;1704067199;"1717.1..163.164.164.";7657;1717;1;;163;164;164;3;0;0;0;;0;;;;0;"20210101"
20518;1704067200;4070908800;"1717.1..163.164.164.";7657;1717;1;;163;164;164;3;0;0;0;;0;;;;0;"20240101"
20517;1609459200;1704067199;"1717.12...164.164.";7664;1717;12;;;164;164;3;0;0;0;;0;;;;0;"20210101"
20516;1704067200;4070908800;"1717.12...164.164.";7664;1717;12;;;164;164;3;0;0;0;;0;;;;0;"20240101"
20527;1609459200;1704067199;"1717.2.401.163.164.164.";7667;1717;2;401;163;164;164;3;1;0;0;;0.2;;;;0;"20210101"
20526;1704067200;4070908800;"1717.2.401.163.164.164.";7667;1717;2;401;163;164;164;3;1;0;0;;0.19;;;;0;"20240101"
20529;1609459200;1704067199;"1717.2.402.163.164.164.";7668;1717;2;402;163;164;164;3;2;0;0;;0.2;;;;0;"20210101"
20528;1704067200;4070908800;"1717.2.402.163.164.164.";7668;1717;2;402;163;164;164;3;2;0;0;;0.19;;;;0;"20240101"
20533;1609459200;1704067199;"1717.2.403.163.164.164.";7659;1717;2;403;163;164;164;3;2;0;0;;0.2;;;;0;"20210101"
20532;1704067200;4070908800;"1717.2.403.163.164.164.";7659;1717;2;403;163;164;164;3;2;0;0;;0.19;;;;0;"20240101"
20535;1609459200;1704067199;"1717.2.404.163.164.164.";7660;1717;2;404;163;164;164;3;2;0;0;;0.2;;;;0;"20210101"
20534;1704067200;4070908800;"1717.2.404.163.164.164.";7660;1717;2;404;163;164;164;3;2;0;0;;0.19;;;;0;"20240101"
20525;1609459200;1704067199;"1717.2.405.165.164.164.";7666;1717;2;405;165;164;164;3;2;5;0;;12;;;;0;"20210101"
20524;1704067200;4070908800;"1717.2.405.165.164.164.";7666;1717;2;405;165;164;164;3;2;5;0;;12;;;;0;"20240101"
20523;1609459200;1704067199;"1717.2.406.165.164.164.";7665;1717;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20210101"
20522;1704067200;4070908800;"1717.2.406.165.164.164.";7665;1717;2;406;165;164;164;3;2;5;0;;5.5;;;;0;"20240101"
20537;1609459200;1704067199;"1717.2.861.163.164.164.";7661;1717;2;861;163;164;164;3;2;0;0;;0.2;;;;0;"20210101"
20536;1704067200;4070908800;"1717.2.861.163.164.164.";7661;1717;2;861;163;164;164;3;2;0;0;;0.19;;;;0;"20240101"
20539;1609459200;1704067199;"1717.29..163...";7658;1717;29;;163;;;3;1;2;3;;0;;;;0;"20210101"
20538;1704067200;4070908800;"1717.29..163.164.164.";7658;1717;29;;163;164;164;3;1;2;3;;0;;;;0;"20240101"
20521;1609459200;1704067199;"1717.3...164.164.";7662;1717;3;;;164;164;3;0;0;0;;0;;;;0;"20210101"
20520;1704067200;4070908800;"1717.3...164.164.";7662;1717;3;;;164;164;3;0;0;0;;0;;;;0;"20240101"
20541;1609459200;1704067199;"1717.4...164.164.";7663;1717;4;;;164;164;3;2;1;0;;0.011;;;;0;"20210101"
20540;1704067200;4070908800;"1717.4...164.164.";7663;1717;4;;;164;164;3;2;1;0;;0.007;;;;0;"20240101"
20531;1609459200;1704067199;"1717.7..283.164.164.";7656;1717;7;;283;164;164;3;10;0;0;;0.0031;0;;;;"20210101"
20530;1704067200;4070908800;"1717.7..283.164.164.";7656;1717;7;;283;164;164;3;10;0;0;;0.0011;;;;0;"20240101"
12202;1609459200;4070908800;"1718.1..163.164.164.";7672;1718;1;;163;164;164;3;0;0;0;;0;;;;0;"20210101"
12209;1609459200;4070908800;"1718.12...164.164.";7679;1718;12;;;164;164;3;0;0;0;;0;;;;0;"20210101"
12200;1609459200;4070908800;"1718.2.401.163.164.164.";7670;1718;2;401;163;164;164;3;1;0;0;;0.17;;;;0;"20210101"
12201;1609459200;4070908800;"1718.2.402.163.164.164.";7671;1718;2;402;163;164;164;3;2;0;0;;0.17;;;;0;"20210101"
12204;1609459200;4070908800;"1718.2.403.163.164.164.";7674;1718;2;403;163;164;164;3;2;0;0;;0.17;;;;0;"20210101"
12205;1609459200;4070908800;"1718.2.404.163.164.164.";7675;1718;2;404;163;164;164;3;2;0;0;;0.17;;;;0;"20210101"
